ID,_PetName,PetLevel,SoulStoneQuantity,NcgQuantity
1002,Red Donguri,96,10,0
1002,Red Donguri,97,10,0
1002,Red Donguri,98,10,0
1002,Red Donguri,99,10,100
1002,Red Donguri,100,10,0
1003,Valkyrie,1,10,0
1003,Valkyrie,2,10,0
1003,Valkyrie,3,10,0
1003,Valkyrie,4,10,0
1003,Valkyrie,5,10,0
1003,Valkyrie,6,10,0
1003,Valkyrie,7,10,0
1003,Valkyrie,8,10,0
1003,Valkyrie,9,10,150
1003,Valkyrie,10,10,0
1003,Valkyrie,11,10,0
1003,Valkyrie,12,10,0
1003,Valkyrie,13,10,0
1003,Valkyrie,14,10,0
1003,Valkyrie,15,10,0
1003,Valkyrie,16,10,0
1003,Valkyrie,17,10,0
1003,Valkyrie,18,10,0
1003,Valkyrie,19,10,150
1003,Valkyrie,20,10,0
1003,Valkyrie,21,10,0
1003,Valkyrie,22,10,0
1003,Valkyrie,23,10,0
1003,Valkyrie,24,10,0
1003,Valkyrie,25,10,0
1003,Valkyrie,26,10,0
1003,Valkyrie,27,10,0
1003,Valkyrie,28,10,0
1003,Valkyrie,29,10,150
1003,Valkyrie,30,10,0
1003,Valkyrie,31,10,0
1003,Valkyrie,32,10,0
1003,Valkyrie,33,10,0
1003,Valkyrie,34,10,0
1003,Valkyrie,35,10,0
1003,Valkyrie,36,10,0
1003,Valkyrie,37,10,0
1003,Valkyrie,38,10,0
1003,Valkyrie,39,10,150
1003,Valkyrie,40,10,0
1003,Valkyrie,41,10,0
1003,Valkyrie,42,10,0
1003,Valkyrie,43,10,0
1003,Valkyrie,44,10,0
1003,Valkyrie,45,10,0
1003,Valkyrie,46,10,0
1003,Valkyrie,47,10,0
1003,Valkyrie,48,10,0
1003,Valkyrie,49,10,150
1003,Valkyrie,50,10,0
1003,Valkyrie,51,10,0
1003,Valkyrie,52,10,0
1003,Valkyrie,53,10,0
1003,Valkyrie,54,10,0
1003,Valkyrie,55,10,0
1003,Valkyrie,56,10,0
1003,Valkyrie,57,10,0
1003,Valkyrie,58,10,0
1003,Valkyrie,59,10,150
1003,Valkyrie,60,10,0
1003,Valkyrie,61,10,0
1003,Valkyrie,62,10,0
1003,Valkyrie,63,10,0
1003,Valkyrie,64,10,0
1003,Valkyrie,65,10,0
1003,Valkyrie,66,10,0
1003,Valkyrie,67,10,0
1003,Valkyrie,68,10,0
1003,Valkyrie,69,10,150
1003,Valkyrie,70,10,0
1003,Valkyrie,71,10,0
1003,Valkyrie,72,10,0
1003,Valkyrie,73,10,0
1003,Valkyrie,74,10,0
1003,Valkyrie,75,10,0
1003,Valkyrie,76,10,0
1003,Valkyrie,77,10,0
1003,Valkyrie,78,10,0
1003,Valkyrie,79,10,150
1003,Valkyrie,80,10,0
1003,Valkyrie,81,10,0
1003,Valkyrie,82,10,0
1003,Valkyrie,83,10,0
1003,Valkyrie,84,10,0
1003,Valkyrie,85,10,0
1003,Valkyrie,86,10,0
1003,Valkyrie,87,10,0
1003,Valkyrie,88,10,0
1003,Valkyrie,89,10,150
1003,Valkyrie,90,10,0
1003,Valkyrie,91,10,0
1003,Valkyrie,92,10,0
1003,Valkyrie,93,10,0
1003,Valkyrie,94,10,0
1003,Valkyrie,95,10,0
1003,Valkyrie,96,10,0
1003,Valkyrie,97,10,0
1003,Valkyrie,98,10,0
1003,Valkyrie,99,10,150
1003,Valkyrie,100,10,0
1004,lil fenrir,1,10,0
1004,lil fenrir,2,10,0
1004,lil fenrir,3,10,0
1004,lil fenrir,4,10,0
1004,lil fenrir,5,10,0
1004,lil fenrir,6,10,0
1004,lil fenrir,7,10,0
1004,lil fenrir,8,10,0
1004,lil fenrir,9,10,300
1004,lil fenrir,10,10,0
1004,lil fenrir,11,10,0
1004,lil fenrir,12,10,0
1004,lil fenrir,13,10,0
1004,lil fenrir,14,10,0
1004,lil fenrir,15,10,0
1004,lil fenrir,16,10,0
1004,lil fenrir,17,10,0
1004,lil fenrir,18,10,0
1004,lil fenrir,19,10,300
1004,lil fenrir,20,10,0
1004,lil fenrir,21,10,0
1004,lil fenrir,22,10,0
1004,lil fenrir,23,10,0
1004,lil fenrir,24,10,0
1004,lil fenrir,25,10,0
1004,lil fenrir,26,10,0
1004,lil fenrir,27,10,0
1004,lil fenrir,28,10,0
1004,lil fenrir,29,10,300
1004,lil fenrir,30,10,0
1004,lil fenrir,31,10,0
1004,lil fenrir,32,10,0
1004,lil fenrir,33,10,0
1004,lil fenrir,34,10,0
1004,lil fenrir,35,10,0
1004,lil fenrir,36,10,0
1004,lil fenrir,37,10,0
1004,lil fenrir,38,10,0
1004,lil fenrir,39,10,300
1004,lil fenrir,40,10,0
1004,lil fenrir,41,10,0
1004,lil fenrir,42,10,0
1004,lil fenrir,43,10,0
1004,lil fenrir,44,10,0
1004,lil fenrir,45,10,0
1004,lil fenrir,46,10,0
1004,lil fenrir,47,10,0
1004,lil fenrir,48,10,0
1004,lil fenrir,49,10,300
1004,lil fenrir,50,10,0
1004,lil fenrir,51,10,0
1004,lil fenrir,52,10,0
1004,lil fenrir,53,10,0
1004,lil fenrir,54,10,0
1004,lil fenrir,55,10,0
1004,lil fenrir,56,10,0
1004,lil fenrir,57,10,0
1004,lil fenrir,58,10,0
1004,lil fenrir,59,10,300
1004,lil fenrir,60,10,0
1004,lil fenrir,61,10,0
1004,lil fenrir,62,10,0
1004,lil fenrir,63,10,0
1004,lil fenrir,64,10,0
1004,lil fenrir,65,10,0
1004,lil fenrir,66,10,0
1004,lil fenrir,67,10,0
1004,lil fenrir,68,10,0
1004,lil fenrir,69,10,300
1004,lil fenrir,70,10,0
1004,lil fenrir,71,10,0
1004,lil fenrir,72,10,0
1004,lil fenrir,73,10,0
1004,lil fenrir,74,10,0
1004,lil fenrir,75,10,0
1004,lil fenrir,76,10,0
1004,lil fenrir,77,10,0
1004,lil fenrir,78,10,0
1004,lil fenrir,79,10,300
1004,lil fenrir,80,10,0
1004,lil fenrir,81,10,0
1004,lil fenrir,82,10,0
1004,lil fenrir,83,10,0
1004,lil fenrir,84,10,0
1004,lil fenrir,85,10,0
1004,lil fenrir,86,10,0
1004,lil fenrir,87,10,0
1004,lil fenrir,88,10,0
1004,lil fenrir,89,10,300
1004,lil fenrir,90,10,0
1004,lil fenrir,91,10,0
1004,lil fenrir,92,10,0
1004,lil fenrir,93,10,0
1004,lil fenrir,94,10,0
1004,lil fenrir,95,10,0
1004,lil fenrir,96,10,0
1004,lil fenrir,97,10,0
1004,lil fenrir,98,10,0
1004,lil fenrir,99,10,300
1004,lil fenrir,100,10,0
1011,Ribbon BlackCat,1,10,0
1011,Ribbon BlackCat,2,10,0
1011,Ribbon BlackCat,3,10,0
1011,Ribbon BlackCat,4,10,0
1011,Ribbon BlackCat,5,10,0
1011,Ribbon BlackCat,6,10,0
1011,Ribbon BlackCat,7,10,0
1011,Ribbon BlackCat,8,10,0
1011,Ribbon BlackCat,9,10,60
1011,Ribbon BlackCat,10,10,0
1011,Ribbon BlackCat,11,10,0
1011,Ribbon BlackCat,12,10,0
1011,Ribbon BlackCat,13,10,0
1011,Ribbon BlackCat,14,10,0
1011,Ribbon BlackCat,15,10,0
1011,Ribbon BlackCat,16,10,0
1011,Ribbon BlackCat,17,10,0
1011,Ribbon BlackCat,18,10,0
1011,Ribbon BlackCat,19,10,60
1011,Ribbon BlackCat,20,10,0
1011,Ribbon BlackCat,21,10,0
1011,Ribbon BlackCat,22,10,0
1011,Ribbon BlackCat,23,10,0
1011,Ribbon BlackCat,24,10,0
1011,Ribbon BlackCat,25,10,0
1011,Ribbon BlackCat,26,10,0
1011,Ribbon BlackCat,27,10,0
1011,Ribbon BlackCat,28,10,0
1011,Ribbon BlackCat,29,10,60
1011,Ribbon BlackCat,30,10,0
1011,Ribbon BlackCat,31,10,0
1011,Ribbon BlackCat,32,10,0
1011,Ribbon BlackCat,33,10,0
1011,Ribbon BlackCat,34,10,0
1011,Ribbon BlackCat,35,10,0
1011,Ribbon BlackCat,36,10,0
1011,Ribbon BlackCat,37,10,0
1011,Ribbon BlackCat,38,10,0
1011,Ribbon BlackCat,39,10,60
1011,Ribbon BlackCat,40,10,0
1011,Ribbon BlackCat,41,10,0
1011,Ribbon BlackCat,42,10,0
1011,Ribbon BlackCat,43,10,0
1011,Ribbon BlackCat,44,10,0
1011,Ribbon BlackCat,45,10,0
1011,Ribbon BlackCat,46,10,0
1011,Ribbon BlackCat,47,10,0
1011,Ribbon BlackCat,48,10,0
1011,Ribbon BlackCat,49,10,60
1011,Ribbon BlackCat,50,10,0
1011,Ribbon BlackCat,51,10,0
1011,Ribbon BlackCat,52,10,0
1011,Ribbon BlackCat,53,10,0
1011,Ribbon BlackCat,54,10,0
1011,Ribbon BlackCat,55,10,0
1011,Ribbon BlackCat,56,10,0
1011,Ribbon BlackCat,57,10,0
1011,Ribbon BlackCat,58,10,0
1011,Ribbon BlackCat,59,10,60
1011,Ribbon BlackCat,60,10,0
1011,Ribbon BlackCat,61,10,0
1011,Ribbon BlackCat,62,10,0
1011,Ribbon BlackCat,63,10,0
1011,Ribbon BlackCat,64,10,0
1011,Ribbon BlackCat,65,10,0
1011,Ribbon BlackCat,66,10,0
1011,Ribbon BlackCat,67,10,0
1011,Ribbon BlackCat,68,10,0
1011,Ribbon BlackCat,69,10,60
1011,Ribbon BlackCat,70,10,0
1011,Ribbon BlackCat,71,10,0
1011,Ribbon BlackCat,72,10,0
1011,Ribbon BlackCat,73,10,0
1011,Ribbon BlackCat,74,10,0
1011,Ribbon BlackCat,75,10,0
1011,Ribbon BlackCat,76,10,0
1011,Ribbon BlackCat,77,10,0
1011,Ribbon BlackCat,78,10,0
1011,Ribbon BlackCat,79,10,60
1011,Ribbon BlackCat,80,10,0
1011,Ribbon BlackCat,81,10,0
1011,Ribbon BlackCat,82,10,0
1011,Ribbon BlackCat,83,10,0
1011,Ribbon BlackCat,84,10,0
1011,Ribbon BlackCat,85,10,0
1011,Ribbon BlackCat,86,10,0
1011,Ribbon BlackCat,87,10,0
1011,Ribbon BlackCat,88,10,0
1011,Ribbon BlackCat,89,10,60
1011,Ribbon BlackCat,90,10,0
1011,Ribbon BlackCat,91,10,0
1011,Ribbon BlackCat,92,10,0
1011,Ribbon BlackCat,93,10,0
1011,Ribbon BlackCat,94,10,0
1011,Ribbon BlackCat,95,10,0
1011,Ribbon BlackCat,96,10,0
1011,Ribbon BlackCat,97,10,0
1011,Ribbon BlackCat,98,10,0
1011,Ribbon BlackCat,99,10,60
1011,Ribbon BlackCat,100,10,0
1012,Peach Dongle,1,10,0
1012,Peach Dongle,2,10,0
1012,Peach Dongle,3,10,0
1012,Peach Dongle,4,10,0
1012,Peach Dongle,5,10,0
1012,Peach Dongle,6,10,0
1012,Peach Dongle,7,10,0
1012,Peach Dongle,8,10,0
1012,Peach Dongle,9,10,100
1012,Peach Dongle,10,10,0
1012,Peach Dongle,11,10,0
1012,Peach Dongle,12,10,0
1012,Peach Dongle,13,10,0
1012,Peach Dongle,14,10,0
1012,Peach Dongle,15,10,0
1012,Peach Dongle,16,10,0
1012,Peach Dongle,17,10,0
1012,Peach Dongle,18,10,0
1012,Peach Dongle,19,10,100
1012,Peach Dongle,20,10,0
1012,Peach Dongle,21,10,0
1012,Peach Dongle,22,10,0
1012,Peach Dongle,23,10,0
1012,Peach Dongle,24,10,0
1012,Peach Dongle,25,10,0
1012,Peach Dongle,26,10,0
1012,Peach Dongle,27,10,0
1012,Peach Dongle,28,10,0
1012,Peach Dongle,29,10,100
1012,Peach Dongle,30,10,0
1012,Peach Dongle,31,10,0
1012,Peach Dongle,32,10,0
1012,Peach Dongle,33,10,0
1012,Peach Dongle,34,10,0
1012,Peach Dongle,35,10,0
1012,Peach Dongle,36,10,0
1012,Peach Dongle,37,10,0
1012,Peach Dongle,38,10,0
1012,Peach Dongle,39,10,100
1012,Peach Dongle,40,10,0
1012,Peach Dongle,41,10,0
1012,Peach Dongle,42,10,0
1012,Peach Dongle,43,10,0
1012,Peach Dongle,44,10,0
1012,Peach Dongle,45,10,0
1012,Peach Dongle,46,10,0
1012,Peach Dongle,47,10,0
1012,Peach Dongle,48,10,0
1012,Peach Dongle,49,10,100
1012,Peach Dongle,50,10,0
1012,Peach Dongle,51,10,0
1012,Peach Dongle,52,10,0
1012,Peach Dongle,53,10,0
1012,Peach Dongle,54,10,0
1012,Peach Dongle,55,10,0
1012,Peach Dongle,56,10,0
1012,Peach Dongle,57,10,0
1012,Peach Dongle,58,10,0
1012,Peach Dongle,59,10,100
1012,Peach Dongle,60,10,0
1012,Peach Dongle,61,10,0
1012,Peach Dongle,62,10,0
1012,Peach Dongle,63,10,0
1012,Peach Dongle,64,10,0
1012,Peach Dongle,65,10,0
1012,Peach Dongle,66,10,0
1012,Peach Dongle,67,10,0
1012,Peach Dongle,68,10,0
1012,Peach Dongle,69,10,100
1012,Peach Dongle,70,10,0
1012,Peach Dongle,71,10,0
1012,Peach Dongle,72,10,0
1012,Peach Dongle,73,10,0
1012,Peach Dongle,74,10,0
1012,Peach Dongle,75,10,0
1012,Peach Dongle,76,10,0
1012,Peach Dongle,77,10,0
1012,Peach Dongle,78,10,0
1012,Peach Dongle,79,10,100
1012,Peach Dongle,80,10,0
1012,Peach Dongle,81,10,0
1012,Peach Dongle,82,10,0
1012,Peach Dongle,83,10,0
1012,Peach Dongle,84,10,0
1012,Peach Dongle,85,10,0
1012,Peach Dongle,86,10,0
1012,Peach Dongle,87,10,0
1012,Peach Dongle,88,10,0
1012,Peach Dongle,89,10,100
1012,Peach Dongle,90,10,0
1012,Peach Dongle,91,10,0
1012,Peach Dongle,92,10,0
1012,Peach Dongle,93,10,0
1012,Peach Dongle,94,10,0
1012,Peach Dongle,95,10,0
1012,Peach Dongle,96,10,0
1012,Peach Dongle,97,10,0
1012,Peach Dongle,98,10,0
1012,Peach Dongle,99,10,100
1012,Peach Dongle,100,10,0
1013,Valkyrie of Blue Light,1,10,0
1013,Valkyrie of Blue Light,2,10,0
1013,Valkyrie of Blue Light,3,10,0
1013,Valkyrie of Blue Light,4,10,0
1013,Valkyrie of Blue Light,5,10,0
1013,Valkyrie of Blue Light,6,10,0
1013,Valkyrie of Blue Light,7,10,0
1013,Valkyrie of Blue Light,8,10,0
1013,Valkyrie of Blue Light,9,10,150
1013,Valkyrie of Blue Light,10,10,0
1013,Valkyrie of Blue Light,11,10,0
1013,Valkyrie of Blue Light,12,10,0
1013,Valkyrie of Blue Light,13,10,0
1013,Valkyrie of Blue Light,14,10,0
1013,Valkyrie of Blue Light,15,10,0
1013,Valkyrie of Blue Light,16,10,0
1013,Valkyrie of Blue Light,17,10,0
1013,Valkyrie of Blue Light,18,10,0
1013,Valkyrie of Blue Light,19,10,150
1013,Valkyrie of Blue Light,20,10,0
1013,Valkyrie of Blue Light,21,10,0
1013,Valkyrie of Blue Light,22,10,0
1013,Valkyrie of Blue Light,23,10,0
1013,Valkyrie of Blue Light,24,10,0
1013,Valkyrie of Blue Light,25,10,0
1013,Valkyrie of Blue Light,26,10,0
1013,Valkyrie of Blue Light,27,10,0
1013,Valkyrie of Blue Light,28,10,0
1013,Valkyrie of Blue Light,29,10,150
1013,Valkyrie of Blue Light,30,10,0
1013,Valkyrie of Blue Light,31,10,0
1013,Valkyrie of Blue Light,32,10,0
1013,Valkyrie of Blue Light,33,10,0
1013,Valkyrie of Blue Light,34,10,0
1013,Valkyrie of Blue Light,35,10,0
1013,Valkyrie of Blue Light,36,10,0
1013,Valkyrie of Blue Light,37,10,0
1013,Valkyrie of Blue Light,38,10,0
1013,Valkyrie of Blue Light,39,10,150
1013,Valkyrie of Blue Light,40,10,0
1013,Valkyrie of Blue Light,41,10,0
1013,Valkyrie of Blue Light,42,10,0
1013,Valkyrie of Blue Light,43,10,0
1013,Valkyrie of Blue Light,44,10,0
1013,Valkyrie of Blue Light,45,10,0
1013,Valkyrie of Blue Light,46,10,0
1013,Valkyrie of Blue Light,47,10,0
1013,Valkyrie of Blue Light,48,10,0
1013,Valkyrie of Blue Light,49,10,150
1013,Valkyrie of Blue Light,50,10,0
1013,Valkyrie of Blue Light,51,10,0
1013,Valkyrie of Blue Light,52,10,0
1013,Valkyrie of Blue Light,53,10,0
1013,Valkyrie of Blue Light,54,10,0
1013,Valkyrie of Blue Light,55,10,0
1013,Valkyrie of Blue Light,56,10,0
1013,Valkyrie of Blue Light,57,10,0
1013,Valkyrie of Blue Light,58,10,0
1013,Valkyrie of Blue Light,59,10,150
1013,Valkyrie of Blue Light,60,10,0
1013,Valkyrie of Blue Light,61,10,0
1013,Valkyrie of Blue Light,62,10,0
1013,Valkyrie of Blue Light,63,10,0
1013,Valkyrie of Blue Light,64,10,0
1013,Valkyrie of Blue Light,65,10,0
1013,Valkyrie of Blue Light,66,10,0
1013,Valkyrie of Blue Light,67,10,0
1013,Valkyrie of Blue Light,68,10,0
1013,Valkyrie of Blue Light,69,10,150
1013,Valkyrie of Blue Light,70,10,0
1013,Valkyrie of Blue Light,71,10,0
1013,Valkyrie of Blue Light,72,10,0
1013,Valkyrie of Blue Light,73,10,0
1013,Valkyrie of Blue Light,74,10,0
1013,Valkyrie of Blue Light,75,10,0
1013,Valkyrie of Blue Light,76,10,0
1013,Valkyrie of Blue Light,77,10,0
1013,Valkyrie of Blue Light,78,10,0
1013,Valkyrie of Blue Light,79,10,150
1013,Valkyrie of Blue Light,80,10,0
1013,Valkyrie of Blue Light,81,10,0
1013,Valkyrie of Blue Light,82,10,0
1013,Valkyrie of Blue Light,83,10,0
1013,Valkyrie of Blue Light,84,10,0
1013,Valkyrie of Blue Light,85,10,0
1013,Valkyrie of Blue Light,86,10,0
1013,Valkyrie of Blue Light,87,10,0
1013,Valkyrie of Blue Light,88,10,0
1013,Valkyrie of Blue Light,89,10,150
1013,Valkyrie of Blue Light,90,10,0
1013,Valkyrie of Blue Light,91,10,0
1013,Valkyrie of Blue Light,92,10,0
1013,Valkyrie of Blue Light,93,10,0
1013,Valkyrie of Blue Light,94,10,0
1013,Valkyrie of Blue Light,95,10,0
1013,Valkyrie of Blue Light,96,10,0
1013,Valkyrie of Blue Light,97,10,0
1013,Valkyrie of Blue Light,98,10,0
1013,Valkyrie of Blue Light,99,10,150
1013,Valkyrie of Blue Light,100,10,0
1014,Forest Lil' Fenrir,1,10,0
1014,Forest Lil' Fenrir,2,10,0
1014,Forest Lil' Fenrir,3,10,0
1014,Forest Lil' Fenrir,4,10,0
1014,Forest Lil' Fenrir,5,10,0
1014,Forest Lil' Fenrir,6,10,0
1014,Forest Lil' Fenrir,7,10,0
1014,Forest Lil' Fenrir,8,10,0
1014,Forest Lil' Fenrir,9,10,300
1014,Forest Lil' Fenrir,10,10,0
1014,Forest Lil' Fenrir,11,10,0
1014,Forest Lil' Fenrir,12,10,0
1014,Forest Lil' Fenrir,13,10,0
1014,Forest Lil' Fenrir,14,10,0
1014,Forest Lil' Fenrir,15,10,0
1014,Forest Lil' Fenrir,16,10,0
1014,Forest Lil' Fenrir,17,10,0
1014,Forest Lil' Fenrir,18,10,0
1014,Forest Lil' Fenrir,19,10,300
1014,Forest Lil' Fenrir,20,10,0
1014,Forest Lil' Fenrir,21,10,0
1014,Forest Lil' Fenrir,22,10,0
1014,Forest Lil' Fenrir,23,10,0
1014,Forest Lil' Fenrir,24,10,0
1014,Forest Lil' Fenrir,25,10,0
1014,Forest Lil' Fenrir,26,10,0
1014,Forest Lil' Fenrir,27,10,0
1014,Forest Lil' Fenrir,28,10,0
1014,Forest Lil' Fenrir,29,10,300
1014,Forest Lil' Fenrir,30,10,0
1014,Forest Lil' Fenrir,31,10,0
1014,Forest Lil' Fenrir,32,10,0
1014,Forest Lil' Fenrir,33,10,0
1014,Forest Lil' Fenrir,34,10,0
1014,Forest Lil' Fenrir,35,10,0
1014,Forest Lil' Fenrir,36,10,0
1014,Forest Lil' Fenrir,37,10,0
1014,Forest Lil' Fenrir,38,10,0
1014,Forest Lil' Fenrir,39,10,300
1014,Forest Lil' Fenrir,40,10,0
1014,Forest Lil' Fenrir,41,10,0
1014,Forest Lil' Fenrir,42,10,0
1014,Forest Lil' Fenrir,43,10,0
1014,Forest Lil' Fenrir,44,10,0
1014,Forest Lil' Fenrir,45,10,0
1014,Forest Lil' Fenrir,46,10,0
1014,Forest Lil' Fenrir,47,10,0
1014,Forest Lil' Fenrir,48,10,0
1014,Forest Lil' Fenrir,49,10,300
1014,Forest Lil' Fenrir,50,10,0
1014,Forest Lil' Fenrir,51,10,0
1014,Forest Lil' Fenrir,52,10,0
1014,Forest Lil' Fenrir,53,10,0
1014,Forest Lil' Fenrir,54,10,0
1014,Forest Lil' Fenrir,55,10,0
1014,Forest Lil' Fenrir,56,10,0
1014,Forest Lil' Fenrir,57,10,0
1014,Forest Lil' Fenrir,58,10,0
1014,Forest Lil' Fenrir,59,10,300
1014,Forest Lil' Fenrir,60,10,0
