ID,_PetName,PetLevel,OptionType,OptionValue
1001,D:CC BlackCat,40,IncreaseBlockPerHourglass,1.78
1001,D:CC BlackCat,41,IncreaseBlockPerHourglass,1.8
1001,D:CC BlackCat,42,IncreaseBlockPerHourglass,1.82
1001,D:CC BlackCat,43,IncreaseBlockPerHourglass,1.84
1001,D:CC BlackCat,44,IncreaseBlockPerHourglass,1.86
1001,D:CC BlackCat,45,IncreaseBlockPerHourglass,1.88
1001,D:CC BlackCat,46,IncreaseBlockPerHourglass,1.9
1001,D:CC BlackCat,47,IncreaseBlockPerHourglass,1.92
1001,D:CC BlackCat,48,IncreaseBlockPerHourglass,1.94
1001,D:CC BlackCat,49,IncreaseBlockPerHourglass,1.96
1001,D:CC BlackCat,50,IncreaseBlockPerHourglass,1.98
1001,D:CC BlackCat,51,IncreaseBlockPerHourglass,2
1001,D:CC BlackCat,52,IncreaseBlockPerHourglass,2.02
1001,D:CC BlackCat,53,IncreaseBlockPerHourglass,2.04
1001,D:CC BlackCat,54,IncreaseBlockPerHourglass,2.06
1001,D:CC BlackCat,55,IncreaseBlockPerHourglass,2.08
1001,D:CC BlackCat,56,IncreaseBlockPerHourglass,2.1
1001,D:CC BlackCat,57,IncreaseBlockPerHourglass,2.12
1001,D:CC BlackCat,58,IncreaseBlockPerHourglass,2.14
1001,D:CC BlackCat,59,IncreaseBlockPerHourglass,2.16
1001,D:CC BlackCat,60,IncreaseBlockPerHourglass,2.18
1001,D:CC BlackCat,61,IncreaseBlockPerHourglass,2.2
1001,D:CC BlackCat,62,IncreaseBlockPerHourglass,2.22
1001,D:CC BlackCat,63,IncreaseBlockPerHourglass,2.24
1001,D:CC BlackCat,64,IncreaseBlockPerHourglass,2.26
1001,D:CC BlackCat,65,IncreaseBlockPerHourglass,2.28
1001,D:CC BlackCat,66,IncreaseBlockPerHourglass,2.3
1001,D:CC BlackCat,67,IncreaseBlockPerHourglass,2.32
1001,D:CC BlackCat,68,IncreaseBlockPerHourglass,2.34
1001,D:CC BlackCat,69,IncreaseBlockPerHourglass,2.36
1001,D:CC BlackCat,70,IncreaseBlockPerHourglass,2.38
1001,D:CC BlackCat,71,IncreaseBlockPerHourglass,2.4
1001,D:CC BlackCat,72,IncreaseBlockPerHourglass,2.42
1001,D:CC BlackCat,73,IncreaseBlockPerHourglass,2.44
1001,D:CC BlackCat,74,IncreaseBlockPerHourglass,2.46
1001,D:CC BlackCat,75,IncreaseBlockPerHourglass,2.48
1001,D:CC BlackCat,76,IncreaseBlockPerHourglass,2.5
1001,D:CC BlackCat,77,IncreaseBlockPerHourglass,2.52
1001,D:CC BlackCat,78,IncreaseBlockPerHourglass,2.54
1001,D:CC BlackCat,79,IncreaseBlockPerHourglass,2.56
1001,D:CC BlackCat,80,IncreaseBlockPerHourglass,2.58
1001,D:CC BlackCat,81,IncreaseBlockPerHourglass,2.6
1001,D:CC BlackCat,82,IncreaseBlockPerHourglass,2.62
1001,D:CC BlackCat,83,IncreaseBlockPerHourglass,2.64
1001,D:CC BlackCat,84,IncreaseBlockPerHourglass,2.66
1001,D:CC BlackCat,85,IncreaseBlockPerHourglass,2.68
1001,D:CC BlackCat,86,IncreaseBlockPerHourglass,2.7
1001,D:CC BlackCat,87,IncreaseBlockPerHourglass,2.72
1001,D:CC BlackCat,88,IncreaseBlockPerHourglass,2.74
1001,D:CC BlackCat,89,IncreaseBlockPerHourglass,2.76
1001,D:CC BlackCat,90,IncreaseBlockPerHourglass,2.78
1001,D:CC BlackCat,91,IncreaseBlockPerHourglass,2.8
1001,D:CC BlackCat,92,IncreaseBlockPerHourglass,2.82
1001,D:CC BlackCat,93,IncreaseBlockPerHourglass,2.84
1001,D:CC BlackCat,94,IncreaseBlockPerHourglass,2.86
1001,D:CC BlackCat,95,IncreaseBlockPerHourglass,2.88
1001,D:CC BlackCat,96,IncreaseBlockPerHourglass,2.9
1001,D:CC BlackCat,97,IncreaseBlockPerHourglass,2.92
1001,D:CC BlackCat,98,IncreaseBlockPerHourglass,2.94
1001,D:CC BlackCat,99,IncreaseBlockPerHourglass,2.96
1001,D:CC BlackCat,100,IncreaseBlockPerHourglass,3
1002,Red Donguri,1,DiscountMaterialCostCrystal,20
1002,Red Donguri,2,DiscountMaterialCostCrystal,20.2
1002,Red Donguri,3,DiscountMaterialCostCrystal,20.4
1002,Red Donguri,4,DiscountMaterialCostCrystal,20.6
1002,Red Donguri,5,DiscountMaterialCostCrystal,20.8
1002,Red Donguri,6,DiscountMaterialCostCrystal,21
1002,Red Donguri,7,DiscountMaterialCostCrystal,21.2
1002,Red Donguri,8,DiscountMaterialCostCrystal,21.4
1002,Red Donguri,9,DiscountMaterialCostCrystal,21.6
1002,Red Donguri,10,DiscountMaterialCostCrystal,21.8
1002,Red Donguri,11,DiscountMaterialCostCrystal,22
1002,Red Donguri,12,DiscountMaterialCostCrystal,22.2
1002,Red Donguri,13,DiscountMaterialCostCrystal,22.4
1002,Red Donguri,14,DiscountMaterialCostCrystal,22.6
1002,Red Donguri,15,DiscountMaterialCostCrystal,22.8
1002,Red Donguri,16,DiscountMaterialCostCrystal,23
1002,Red Donguri,17,DiscountMaterialCostCrystal,23.2
1002,Red Donguri,18,DiscountMaterialCostCrystal,23.4
1002,Red Donguri,19,DiscountMaterialCostCrystal,23.6
1002,Red Donguri,20,DiscountMaterialCostCrystal,23.8
1002,Red Donguri,21,DiscountMaterialCostCrystal,24
1002,Red Donguri,22,DiscountMaterialCostCrystal,24.2
1002,Red Donguri,23,DiscountMaterialCostCrystal,24.4
1002,Red Donguri,24,DiscountMaterialCostCrystal,24.6
1002,Red Donguri,25,DiscountMaterialCostCrystal,24.8
1002,Red Donguri,26,DiscountMaterialCostCrystal,25
1002,Red Donguri,27,DiscountMaterialCostCrystal,25.2
1002,Red Donguri,28,DiscountMaterialCostCrystal,25.4
1002,Red Donguri,29,DiscountMaterialCostCrystal,25.6
1002,Red Donguri,30,DiscountMaterialCostCrystal,25.8
1002,Red Donguri,31,DiscountMaterialCostCrystal,26
1002,Red Donguri,32,DiscountMaterialCostCrystal,26.2
1002,Red Donguri,33,DiscountMaterialCostCrystal,26.4
1002,Red Donguri,34,DiscountMaterialCostCrystal,26.6
1002,Red Donguri,35,DiscountMaterialCostCrystal,26.8
1002,Red Donguri,36,DiscountMaterialCostCrystal,27
1002,Red Donguri,37,DiscountMaterialCostCrystal,27.2
1002,Red Donguri,38,DiscountMaterialCostCrystal,27.4
1002,Red Donguri,39,DiscountMaterialCostCrystal,27.6
1002,Red Donguri,40,DiscountMaterialCostCrystal,27.8
1002,Red Donguri,41,DiscountMaterialCostCrystal,28
1002,Red Donguri,42,DiscountMaterialCostCrystal,28.2
1002,Red Donguri,43,DiscountMaterialCostCrystal,28.4
1002,Red Donguri,44,DiscountMaterialCostCrystal,28.6
1002,Red Donguri,45,DiscountMaterialCostCrystal,28.8
1002,Red Donguri,46,DiscountMaterialCostCrystal,29
1002,Red Donguri,47,DiscountMaterialCostCrystal,29.2
1002,Red Donguri,48,DiscountMaterialCostCrystal,29.4
1002,Red Donguri,49,DiscountMaterialCostCrystal,29.6
1002,Red Donguri,50,DiscountMaterialCostCrystal,29.8
1002,Red Donguri,51,DiscountMaterialCostCrystal,30
1002,Red Donguri,52,DiscountMaterialCostCrystal,30.2
1002,Red Donguri,53,DiscountMaterialCostCrystal,30.4
1002,Red Donguri,54,DiscountMaterialCostCrystal,30.6
1002,Red Donguri,55,DiscountMaterialCostCrystal,30.8
1002,Red Donguri,56,DiscountMaterialCostCrystal,31
1002,Red Donguri,57,DiscountMaterialCostCrystal,31.2
1002,Red Donguri,58,DiscountMaterialCostCrystal,31.4
1002,Red Donguri,59,DiscountMaterialCostCrystal,31.6
1002,Red Donguri,60,DiscountMaterialCostCrystal,31.8
1002,Red Donguri,61,DiscountMaterialCostCrystal,32
1002,Red Donguri,62,DiscountMaterialCostCrystal,32.2
1002,Red Donguri,63,DiscountMaterialCostCrystal,32.4
1002,Red Donguri,64,DiscountMaterialCostCrystal,32.6
1002,Red Donguri,65,DiscountMaterialCostCrystal,32.8
1002,Red Donguri,66,DiscountMaterialCostCrystal,33
1002,Red Donguri,67,DiscountMaterialCostCrystal,33.2
1002,Red Donguri,68,DiscountMaterialCostCrystal,33.4
1002,Red Donguri,69,DiscountMaterialCostCrystal,33.6
1002,Red Donguri,70,DiscountMaterialCostCrystal,33.8
1002,Red Donguri,71,DiscountMaterialCostCrystal,34
1002,Red Donguri,72,DiscountMaterialCostCrystal,34.2
1002,Red Donguri,73,DiscountMaterialCostCrystal,34.4
1002,Red Donguri,74,DiscountMaterialCostCrystal,34.6
1002,Red Donguri,75,DiscountMaterialCostCrystal,34.8
1002,Red Donguri,76,DiscountMaterialCostCrystal,35
1002,Red Donguri,77,DiscountMaterialCostCrystal,35.2
1002,Red Donguri,78,DiscountMaterialCostCrystal,35.4
1002,Red Donguri,79,DiscountMaterialCostCrystal,35.6
1002,Red Donguri,80,DiscountMaterialCostCrystal,35.8
1002,Red Donguri,81,DiscountMaterialCostCrystal,36
1002,Red Donguri,82,DiscountMaterialCostCrystal,36.2
1002,Red Donguri,83,DiscountMaterialCostCrystal,36.4
1002,Red Donguri,84,DiscountMaterialCostCrystal,36.6
1002,Red Donguri,85,DiscountMaterialCostCrystal,36.8
1002,Red Donguri,86,DiscountMaterialCostCrystal,37
1002,Red Donguri,87,DiscountMaterialCostCrystal,37.2
1002,Red Donguri,88,DiscountMaterialCostCrystal,37.4
1002,Red Donguri,89,DiscountMaterialCostCrystal,37.6
1002,Red Donguri,90,DiscountMaterialCostCrystal,37.8
1002,Red Donguri,91,DiscountMaterialCostCrystal,38
1002,Red Donguri,92,DiscountMaterialCostCrystal,38.2
1002,Red Donguri,93,DiscountMaterialCostCrystal,38.4
1002,Red Donguri,94,DiscountMaterialCostCrystal,38.6
1002,Red Donguri,95,DiscountMaterialCostCrystal,38.8
1002,Red Donguri,96,DiscountMaterialCostCrystal,39
1002,Red Donguri,97,DiscountMaterialCostCrystal,39.2
1002,Red Donguri,98,DiscountMaterialCostCrystal,39.4
1002,Red Donguri,99,DiscountMaterialCostCrystal,39.6
1002,Red Donguri,100,DiscountMaterialCostCrystal,40
1003,Valkyrie,1,ReduceRequiredBlock,20
1003,Valkyrie,2,ReduceRequiredBlock,20.15
1003,Valkyrie,3,ReduceRequiredBlock,20.3
1003,Valkyrie,4,ReduceRequiredBlock,20.45
1003,Valkyrie,5,ReduceRequiredBlock,20.6
1003,Valkyrie,6,ReduceRequiredBlock,20.75
1003,Valkyrie,7,ReduceRequiredBlock,20.9
1003,Valkyrie,8,ReduceRequiredBlock,21.05
1003,Valkyrie,9,ReduceRequiredBlock,21.2
1003,Valkyrie,10,ReduceRequiredBlock,21.35
1003,Valkyrie,11,ReduceRequiredBlock,21.5
1003,Valkyrie,12,ReduceRequiredBlock,21.65
1003,Valkyrie,13,ReduceRequiredBlock,21.8
1003,Valkyrie,14,ReduceRequiredBlock,21.95
1003,Valkyrie,15,ReduceRequiredBlock,22.1
1003,Valkyrie,16,ReduceRequiredBlock,22.25
1003,Valkyrie,17,ReduceRequiredBlock,22.4
1003,Valkyrie,18,ReduceRequiredBlock,22.55
1003,Valkyrie,19,ReduceRequiredBlock,22.7
1003,Valkyrie,20,ReduceRequiredBlock,22.85
1003,Valkyrie,21,ReduceRequiredBlock,23
1003,Valkyrie,22,ReduceRequiredBlock,23.15
1003,Valkyrie,23,ReduceRequiredBlock,23.3
1003,Valkyrie,24,ReduceRequiredBlock,23.45
1003,Valkyrie,25,ReduceRequiredBlock,23.6
1003,Valkyrie,26,ReduceRequiredBlock,23.75
1003,Valkyrie,27,ReduceRequiredBlock,23.9
1003,Valkyrie,28,ReduceRequiredBlock,24.05
1003,Valkyrie,29,ReduceRequiredBlock,24.2
1003,Valkyrie,30,ReduceRequiredBlock,24.35
1003,Valkyrie,31,ReduceRequiredBlock,24.5
1003,Valkyrie,32,ReduceRequiredBlock,24.65
1003,Valkyrie,33,ReduceRequiredBlock,24.8
1003,Valkyrie,34,ReduceRequiredBlock,24.95
1003,Valkyrie,35,ReduceRequiredBlock,25.1
1003,Valkyrie,36,ReduceRequiredBlock,25.25
1003,Valkyrie,37,ReduceRequiredBlock,25.4
1003,Valkyrie,38,ReduceRequiredBlock,25.55
1003,Valkyrie,39,ReduceRequiredBlock,25.7
1003,Valkyrie,40,ReduceRequiredBlock,25.85
1003,Valkyrie,41,ReduceRequiredBlock,26
1003,Valkyrie,42,ReduceRequiredBlock,26.15
1003,Valkyrie,43,ReduceRequiredBlock,26.3
1003,Valkyrie,44,ReduceRequiredBlock,26.45
1003,Valkyrie,45,ReduceRequiredBlock,26.6
1003,Valkyrie,46,ReduceRequiredBlock,26.75
1003,Valkyrie,47,ReduceRequiredBlock,26.9
1003,Valkyrie,48,ReduceRequiredBlock,27.05
1003,Valkyrie,49,ReduceRequiredBlock,27.2
1003,Valkyrie,50,ReduceRequiredBlock,27.35
1003,Valkyrie,51,ReduceRequiredBlock,27.5
1003,Valkyrie,52,ReduceRequiredBlock,27.65
1003,Valkyrie,53,ReduceRequiredBlock,27.8
1003,Valkyrie,54,ReduceRequiredBlock,27.95
1003,Valkyrie,55,ReduceRequiredBlock,28.1
1003,Valkyrie,56,ReduceRequiredBlock,28.25
1003,Valkyrie,57,ReduceRequiredBlock,28.4
1003,Valkyrie,58,ReduceRequiredBlock,28.55
1003,Valkyrie,59,ReduceRequiredBlock,28.7
1003,Valkyrie,60,ReduceRequiredBlock,28.85
1003,Valkyrie,61,ReduceRequiredBlock,29
1003,Valkyrie,62,ReduceRequiredBlock,29.15
1003,Valkyrie,63,ReduceRequiredBlock,29.3
1003,Valkyrie,64,ReduceRequiredBlock,29.45
1003,Valkyrie,65,ReduceRequiredBlock,29.6
1003,Valkyrie,66,ReduceRequiredBlock,29.75
1003,Valkyrie,67,ReduceRequiredBlock,29.9
1003,Valkyrie,68,ReduceRequiredBlock,30.05
1003,Valkyrie,69,ReduceRequiredBlock,30.2
1003,Valkyrie,70,ReduceRequiredBlock,30.35
1003,Valkyrie,71,ReduceRequiredBlock,30.5
1003,Valkyrie,72,ReduceRequiredBlock,30.65
1003,Valkyrie,73,ReduceRequiredBlock,30.8
1003,Valkyrie,74,ReduceRequiredBlock,30.95
1003,Valkyrie,75,ReduceRequiredBlock,31.1
1003,Valkyrie,76,ReduceRequiredBlock,31.25
1003,Valkyrie,77,ReduceRequiredBlock,31.4
1003,Valkyrie,78,ReduceRequiredBlock,31.55
1003,Valkyrie,79,ReduceRequiredBlock,31.7
1003,Valkyrie,80,ReduceRequiredBlock,31.85
1003,Valkyrie,81,ReduceRequiredBlock,32
1003,Valkyrie,82,ReduceRequiredBlock,32.15
1003,Valkyrie,83,ReduceRequiredBlock,32.3
1003,Valkyrie,84,ReduceRequiredBlock,32.45
1003,Valkyrie,85,ReduceRequiredBlock,32.6
1003,Valkyrie,86,ReduceRequiredBlock,32.75
1003,Valkyrie,87,ReduceRequiredBlock,32.9
1003,Valkyrie,88,ReduceRequiredBlock,33.05
1003,Valkyrie,89,ReduceRequiredBlock,33.2
1003,Valkyrie,90,ReduceRequiredBlock,33.35
1003,Valkyrie,91,ReduceRequiredBlock,33.5
1003,Valkyrie,92,ReduceRequiredBlock,33.65
1003,Valkyrie,93,ReduceRequiredBlock,33.8
1003,Valkyrie,94,ReduceRequiredBlock,33.95
1003,Valkyrie,95,ReduceRequiredBlock,34.1
1003,Valkyrie,96,ReduceRequiredBlock,34.25
1003,Valkyrie,97,ReduceRequiredBlock,34.4
1003,Valkyrie,98,ReduceRequiredBlock,34.55
1003,Valkyrie,99,ReduceRequiredBlock,34.7
1003,Valkyrie,100,ReduceRequiredBlock,35
1004,lil fenrir,1,AdditionalOptionRate,50
1004,lil fenrir,2,AdditionalOptionRate,51
1004,lil fenrir,3,AdditionalOptionRate,52
1004,lil fenrir,4,AdditionalOptionRate,53
1004,lil fenrir,5,AdditionalOptionRate,54
1004,lil fenrir,6,AdditionalOptionRate,55
1004,lil fenrir,7,AdditionalOptionRate,56
1004,lil fenrir,8,AdditionalOptionRate,57
1004,lil fenrir,9,AdditionalOptionRate,58
1004,lil fenrir,10,AdditionalOptionRate,59
1004,lil fenrir,11,AdditionalOptionRate,60
1004,lil fenrir,12,AdditionalOptionRate,61
1004,lil fenrir,13,AdditionalOptionRate,62
1004,lil fenrir,14,AdditionalOptionRate,63
1004,lil fenrir,15,AdditionalOptionRate,64
1004,lil fenrir,16,AdditionalOptionRate,65
1004,lil fenrir,17,AdditionalOptionRate,66
1004,lil fenrir,18,AdditionalOptionRate,67
1004,lil fenrir,19,AdditionalOptionRate,68
1004,lil fenrir,20,AdditionalOptionRate,69
1004,lil fenrir,21,AdditionalOptionRate,70
1004,lil fenrir,22,AdditionalOptionRate,71
1004,lil fenrir,23,AdditionalOptionRate,72
1004,lil fenrir,24,AdditionalOptionRate,73
1004,lil fenrir,25,AdditionalOptionRate,74
1004,lil fenrir,26,AdditionalOptionRate,75
1004,lil fenrir,27,AdditionalOptionRate,76
1004,lil fenrir,28,AdditionalOptionRate,77
1004,lil fenrir,29,AdditionalOptionRate,78
1004,lil fenrir,30,AdditionalOptionRate,79
1004,lil fenrir,31,AdditionalOptionRate,80
1004,lil fenrir,32,AdditionalOptionRate,81
1004,lil fenrir,33,AdditionalOptionRate,82
1004,lil fenrir,34,AdditionalOptionRate,83
1004,lil fenrir,35,AdditionalOptionRate,84
1004,lil fenrir,36,AdditionalOptionRate,85
1004,lil fenrir,37,AdditionalOptionRate,86
1004,lil fenrir,38,AdditionalOptionRate,87
1004,lil fenrir,39,AdditionalOptionRate,88
1004,lil fenrir,40,AdditionalOptionRate,89
1004,lil fenrir,41,AdditionalOptionRate,90
1004,lil fenrir,42,AdditionalOptionRate,91
1004,lil fenrir,43,AdditionalOptionRate,92
1004,lil fenrir,44,AdditionalOptionRate,93
1004,lil fenrir,45,AdditionalOptionRate,94
1004,lil fenrir,46,AdditionalOptionRate,95
1004,lil fenrir,47,AdditionalOptionRate,96
1004,lil fenrir,48,AdditionalOptionRate,97
1004,lil fenrir,49,AdditionalOptionRate,98
1004,lil fenrir,50,AdditionalOptionRate,99
1004,lil fenrir,51,AdditionalOptionRate,100
1004,lil fenrir,52,AdditionalOptionRate,101
1004,lil fenrir,53,AdditionalOptionRate,102
1004,lil fenrir,54,AdditionalOptionRate,103
1004,lil fenrir,55,AdditionalOptionRate,104
1004,lil fenrir,56,AdditionalOptionRate,105
1004,lil fenrir,57,AdditionalOptionRate,106
1004,lil fenrir,58,AdditionalOptionRate,107
1004,lil fenrir,59,AdditionalOptionRate,108
1004,lil fenrir,60,AdditionalOptionRate,109
1004,lil fenrir,61,AdditionalOptionRate,110
1004,lil fenrir,62,AdditionalOptionRate,111
1004,lil fenrir,63,AdditionalOptionRate,112
1004,lil fenrir,64,AdditionalOptionRate,113
1004,lil fenrir,65,AdditionalOptionRate,114
1004,lil fenrir,66,AdditionalOptionRate,115
1004,lil fenrir,67,AdditionalOptionRate,116
1004,lil fenrir,68,AdditionalOptionRate,117
1004,lil fenrir,69,AdditionalOptionRate,118
1004,lil fenrir,70,AdditionalOptionRate,119
1004,lil fenrir,71,AdditionalOptionRate,120
1004,lil fenrir,72,AdditionalOptionRate,121
1004,lil fenrir,73,AdditionalOptionRate,122
1004,lil fenrir,74,AdditionalOptionRate,123
1004,lil fenrir,75,AdditionalOptionRate,124
1004,lil fenrir,76,AdditionalOptionRate,125
1004,lil fenrir,77,AdditionalOptionRate,126
1004,lil fenrir,78,AdditionalOptionRate,127
1004,lil fenrir,79,AdditionalOptionRate,128
1004,lil fenrir,80,AdditionalOptionRate,129
1004,lil fenrir,81,AdditionalOptionRate,130
1004,lil fenrir,82,AdditionalOptionRate,131
1004,lil fenrir,83,AdditionalOptionRate,132
1004,lil fenrir,84,AdditionalOptionRate,133
1004,lil fenrir,85,AdditionalOptionRate,134
1004,lil fenrir,86,AdditionalOptionRate,135
1004,lil fenrir,87,AdditionalOptionRate,136
1004,lil fenrir,88,AdditionalOptionRate,137
1004,lil fenrir,89,AdditionalOptionRate,138
1004,lil fenrir,90,AdditionalOptionRate,139
1004,lil fenrir,91,AdditionalOptionRate,140
1004,lil fenrir,92,AdditionalOptionRate,141
1004,lil fenrir,93,AdditionalOptionRate,142
1004,lil fenrir,94,AdditionalOptionRate,143
1004,lil fenrir,95,AdditionalOptionRate,144
1004,lil fenrir,96,AdditionalOptionRate,145
1004,lil fenrir,97,AdditionalOptionRate,146
1004,lil fenrir,98,AdditionalOptionRate,147
1004,lil fenrir,99,AdditionalOptionRate,148
1004,lil fenrir,100,AdditionalOptionRate,150
1011,Ribbon BlackCat,1,IncreaseBlockPerHourglass,1.5
1011,Ribbon BlackCat,2,IncreaseBlockPerHourglass,1.53
1011,Ribbon BlackCat,3,IncreaseBlockPerHourglass,1.56
1011,Ribbon BlackCat,4,IncreaseBlockPerHourglass,1.59
1011,Ribbon BlackCat,5,IncreaseBlockPerHourglass,1.62
1011,Ribbon BlackCat,6,IncreaseBlockPerHourglass,1.6500000000000001
1011,Ribbon BlackCat,7,IncreaseBlockPerHourglass,1.6800000000000002
1011,Ribbon BlackCat,8,IncreaseBlockPerHourglass,1.71
1011,Ribbon BlackCat,9,IncreaseBlockPerHourglass,1.7399999999999998
1011,Ribbon BlackCat,10,IncreaseBlockPerHourglass,1.77
1011,Ribbon BlackCat,11,IncreaseBlockPerHourglass,1.7999999999999998
1011,Ribbon BlackCat,12,IncreaseBlockPerHourglass,1.83
1011,Ribbon BlackCat,13,IncreaseBlockPerHourglass,1.8599999999999999
1011,Ribbon BlackCat,14,IncreaseBlockPerHourglass,1.8900000000000001
1011,Ribbon BlackCat,15,IncreaseBlockPerHourglass,1.92
1011,Ribbon BlackCat,16,IncreaseBlockPerHourglass,1.9500000000000002
1011,Ribbon BlackCat,17,IncreaseBlockPerHourglass,1.98
1011,Ribbon BlackCat,18,IncreaseBlockPerHourglass,2.0100000000000002
1011,Ribbon BlackCat,19,IncreaseBlockPerHourglass,2.04
1011,Ribbon BlackCat,20,IncreaseBlockPerHourglass,2.07
1011,Ribbon BlackCat,21,IncreaseBlockPerHourglass,2.0999999999999996
1011,Ribbon BlackCat,22,IncreaseBlockPerHourglass,2.13
1011,Ribbon BlackCat,23,IncreaseBlockPerHourglass,2.16
1011,Ribbon BlackCat,24,IncreaseBlockPerHourglass,2.19
1011,Ribbon BlackCat,25,IncreaseBlockPerHourglass,2.2199999999999998
1011,Ribbon BlackCat,26,IncreaseBlockPerHourglass,2.25
1011,Ribbon BlackCat,27,IncreaseBlockPerHourglass,2.2800000000000002
1011,Ribbon BlackCat,28,IncreaseBlockPerHourglass,2.31
1011,Ribbon BlackCat,29,IncreaseBlockPerHourglass,2.34
1011,Ribbon BlackCat,30,IncreaseBlockPerHourglass,2.37
1011,Ribbon BlackCat,31,IncreaseBlockPerHourglass,2.4000000000000004
1011,Ribbon BlackCat,32,IncreaseBlockPerHourglass,2.43
1011,Ribbon BlackCat,33,IncreaseBlockPerHourglass,2.46
1011,Ribbon BlackCat,34,IncreaseBlockPerHourglass,2.4899999999999998
1011,Ribbon BlackCat,35,IncreaseBlockPerHourglass,2.52
1011,Ribbon BlackCat,36,IncreaseBlockPerHourglass,2.55
1011,Ribbon BlackCat,37,IncreaseBlockPerHourglass,2.58
1011,Ribbon BlackCat,38,IncreaseBlockPerHourglass,2.61
1011,Ribbon BlackCat,39,IncreaseBlockPerHourglass,2.64
1011,Ribbon BlackCat,40,IncreaseBlockPerHourglass,2.67
1011,Ribbon BlackCat,41,IncreaseBlockPerHourglass,2.7
1011,Ribbon BlackCat,42,IncreaseBlockPerHourglass,2.73
1011,Ribbon BlackCat,43,IncreaseBlockPerHourglass,2.7600000000000002
1011,Ribbon BlackCat,44,IncreaseBlockPerHourglass,2.79
1011,Ribbon BlackCat,45,IncreaseBlockPerHourglass,2.82
1011,Ribbon BlackCat,46,IncreaseBlockPerHourglass,2.8499999999999996
1011,Ribbon BlackCat,47,IncreaseBlockPerHourglass,2.88
1011,Ribbon BlackCat,48,IncreaseBlockPerHourglass,2.91
1011,Ribbon BlackCat,49,IncreaseBlockPerHourglass,2.94
1011,Ribbon BlackCat,50,IncreaseBlockPerHourglass,2.9699999999999998
1011,Ribbon BlackCat,51,IncreaseBlockPerHourglass,3.0
1011,Ribbon BlackCat,52,IncreaseBlockPerHourglass,3.0300000000000002
1011,Ribbon BlackCat,53,IncreaseBlockPerHourglass,3.06
1011,Ribbon BlackCat,54,IncreaseBlockPerHourglass,3.09
1011,Ribbon BlackCat,55,IncreaseBlockPerHourglass,3.12
1011,Ribbon BlackCat,56,IncreaseBlockPerHourglass,3.1500000000000004
1011,Ribbon BlackCat,57,IncreaseBlockPerHourglass,3.18
1011,Ribbon BlackCat,58,IncreaseBlockPerHourglass,3.21
1011,Ribbon BlackCat,59,IncreaseBlockPerHourglass,3.24
1011,Ribbon BlackCat,60,IncreaseBlockPerHourglass,3.2700000000000005
