stage_id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,has_boss
13,3,201003,8,1,,,,,,,,,,1
14,1,201000,7,2,201004,7,1,,,,,,,0
14,2,204000,7,1,204020,7,1,,,,,,,0
14,3,204000,7,2,204020,7,1,,,,,,,0
15,1,201000,7,3,,,,,,,,,,0
15,2,201001,8,1,201004,8,1,,,,,,,0
15,3,201000,8,1,201004,8,1,,,,,,,0
16,1,201000,8,1,201002,8,1,,,,,,,0
16,2,201002,8,1,201004,8,2,,,,,,,0
16,3,201003,9,1,,,,,,,,,,1
17,1,201001,9,1,,,,,,,,,,0
17,2,201001,9,1,201004,9,1,,,,,,,0
17,3,201001,9,1,201004,9,2,,,,,,,0
18,1,201002,9,1,201004,9,1,,,,,,,0
18,2,201000,9,1,201002,9,1,,,,,,,0
18,3,201000,9,1,201004,9,1,,,,,,,0
19,1,201002,10,1,201004,10,1,,,,,,,0
19,2,201001,10,1,201002,10,1,,,,,,,0
19,3,201001,10,2,201004,10,1,,,,,,,0
20,1,201000,11,1,201001,11,1,,,,,,,0
20,2,204000,11,2,,,,,,,,,,0
20,3,201007,12,1,,,,,,,,,,1
21,1,204010,12,2,,,,,,,,,,0
21,2,204000,12,1,201003,12,1,,,,,,,0
21,3,201002,12,2,201004,12,1,,,,,,,0
22,1,201000,13,1,201001,13,1,,,,,,,0
22,2,201003,13,1,,,,,,,,,,0
22,3,201003,13,1,,,,,,,,,,0
23,1,204010,14,3,,,,,,,,,,0
23,2,201000,14,1,201001,14,1,,,,,,,0
23,3,201006,15,1,,,,,,,,,,1
24,1,204010,16,1,201001,16,1,201002,16,1,,,,0
24,2,201001,16,2,201002,16,1,,,,,,,0
24,3,201001,16,1,201002,16,2,,,,,,,0
25,1,204000,17,2,201001,17,1,,,,,,,0
25,2,201001,17,1,201002,17,2,,,,,,,0
25,3,204000,17,2,201001,17,1,,,,,,,0
26,1,204000,18,1,201000,18,1,,,,,,,0
26,2,201000,18,1,201004,18,1,,,,,,,0
26,3,201007,19,1,,,,,,,,,,1
27,1,204000,19,4,,,,,,,,,,0
27,2,201000,19,3,,,,,,,,,,0
27,3,201003,19,1,,,,,,,,,,0
28,1,204000,20,4,,,,,,,,,,0
28,2,201000,20,2,201002,20,2,,,,,,,0
28,3,201000,20,1,201002,20,1,204000,20,1,,,,0
29,1,204000,21,2,201001,21,2,,,,,,,0
29,2,201001,21,2,201004,21,2,,,,,,,0
29,3,201001,21,2,201004,21,2,,,,,,,0
30,1,204000,22,3,,,,,,,,,,0
30,2,201002,22,2,201003,22,1,,,,,,,0
30,3,201006,23,1,,,,,,,,,,1
31,1,204010,23,3,,,,,,,,,,0
31,2,201003,23,1,,,,,,,,,,0
31,3,201000,23,2,201003,23,1,,,,,,,0
32,1,201000,24,1,201002,24,2,,,,,,,0
32,2,201003,24,1,,,,,,,,,,0
32,3,204010,24,1,201000,24,1,201004,24,2,,,,0
33,1,204010,25,3,,,,,,,,,,0
33,2,201001,25,2,201002,25,1,,,,,,,0
33,3,201006,26,1,,,,,,,,,,1
34,1,204010,26,1,201001,26,1,201002,26,1,,,,0
34,2,201001,26,1,201004,26,2,,,,,,,0
34,3,201002,26,1,201003,26,1,,,,,,,0
35,1,204000,27,1,201001,27,1,,,,,,,0
35,2,201001,27,1,201002,27,1,,,,,,,0
35,3,201007,27,1,,,,,,,,,,0
36,1,204000,28,1,201000,28,1,,,,,,,0
36,2,201000,28,1,201004,28,1,,,,,,,0
36,3,201008,29,1,,,,,,,,,,1
37,1,204000,29,2,,,,,,,,,,0
37,2,201004,29,2,,,,,,,,,,0
37,3,201000,29,2,201007,29,1,,,,,,,0
38,1,204000,30,2,,,,,,,,,,0
38,2,201000,30,1,201003,30,1,,,,,,,0
38,3,201000,30,1,201002,30,2,204000,30,1,,,,0
39,1,204000,31,1,201001,31,2,,,,,,,0
39,2,201001,31,1,201004,31,2,,,,,,,0
39,3,201006,31,1,,,,,,,,,,0
40,1,201003,32,1,,,,,,,,,,0
40,2,201003,32,1,,,,,,,,,,0
40,3,201000,33,1,201003,33,1,,,,,,,1
41,1,204010,33,2,,,,,,,,,,0
41,2,204000,33,2,201000,33,1,,,,,,,0
41,3,201002,33,2,204000,33,1,204010,33,1,,,,0
42,1,204010,34,1,204000,34,1,,,,,,,0
42,2,201000,34,1,201002,34,1,,,,,,,0
42,3,204010,34,1,201000,34,1,201003,34,1,,,,0
43,1,204010,35,3,,,,,,,,,,0
43,2,201001,35,1,201004,35,1,201000,35,1,,,,0
43,3,201008,36,1,,,,,,,,,,1
44,1,204010,36,1,201001,36,1,201002,36,1,,,,0
44,2,201001,36,2,201002,36,1,,,,,,,0
44,3,201001,36,1,201002,36,1,201000,36,1,,,,0
45,1,204000,37,2,201001,37,1,,,,,,,0
45,2,201001,37,2,201004,37,1,,,,,,,0
45,3,201000,37,1,201006,37,1,,,,,,,0
46,1,204000,38,3,201000,38,1,,,,,,,0
46,2,201000,38,2,201004,38,2,,,,,,,0
46,3,201008,39,1,,,,,,,,,,1
47,1,204000,39,1,201003,39,1,,,,,,,0
47,2,201000,39,2,201003,39,1,,,,,,,0
47,3,201004,39,2,201002,39,1,201007,39,1,,,,0
48,1,201000,40,2,,,,,,,,,,0
48,2,201003,40,1,201007,40,1,,,,,,,0
48,3,201003,40,1,201008,40,1,,,,,,,0
49,1,201003,41,1,,,,,,,,,,0
49,2,201008,41,1,,,,,,,,,,0
49,3,201007,41,2,,,,,,,,,,0
50,1,201000,42,1,201003,42,1,,,,,,,0
50,2,201000,42,1,201007,42,1,,,,,,,0
50,3,201005,43,1,,,,,,,,,,1
51,1,204020,48,3,,,,,,,,,,0
51,2,202000,48,4,,,,,,,,,,0
51,3,202000,48,4,,,,,,,,,,0
52,1,204020,49,3,,,,,,,,,,0
52,2,202001,49,2,202000,49,2,,,,,,,0
52,3,202001,49,2,202000,49,3,,,,,,,0
53,1,204000,50,2,204010,50,2,,,,,,,0
53,2,202001,50,4,,,,,,,,,,0
53,3,204000,51,2,202000,51,2,202005,51,1,,,,1
54,1,204000,51,2,204020,51,2,,,,,,,0
54,2,202001,51,1,202002,51,1,202000,51,1,,,,0
54,3,202001,51,2,202002,51,1,202000,51,2,,,,0
55,1,204010,52,3,,,,,,,,,,0
55,2,202001,52,2,202002,52,1,202000,52,1,,,,0
55,3,202001,52,1,202002,52,1,202000,52,2,,,,0
56,1,204010,53,4,,,,,,,,,,0
56,2,204000,53,1,202001,53,2,202002,53,1,,,,0
56,3,202001,54,1,202002,54,1,202005,54,1,,,,1
57,1,204000,54,2,,,,,,,,,,0
57,2,202002,54,2,202000,54,2,,,,,,,0
57,3,204000,54,3,202005,54,1,,,,,,,0
58,1,204000,55,4,,,,,,,,,,0
58,2,204001,55,2,202002,55,2,,,,,,,0
58,3,204000,55,2,204001,55,2,202002,55,2,,,,0
59,1,204020,56,4,,,,,,,,,,0
59,2,204001,56,3,202002,56,2,,,,,,,0
59,3,204020,56,2,202000,56,2,202005,56,1,,,,0
60,1,204020,57,4,,,,,,,,,,0
60,2,202001,57,2,202000,57,2,,,,,,,0
60,3,202003,58,1,202000,58,1,,,,,,,1
61,1,204000,58,2,204010,58,3,,,,,,,0
61,2,202001,58,1,202000,58,3,,,,,,,0
61,3,202001,58,1,202000,58,4,,,,,,,0
62,1,204020,59,4,,,,,,,,,,0
62,2,202002,59,1,202000,59,3,,,,,,,0
62,3,202002,59,1,202000,59,2,202005,59,1,,,,0
63,1,204000,60,2,204020,60,1,,,,,,,0
63,2,202001,60,1,202002,60,1,,,,,,,0
63,3,201000,61,1,202000,61,2,202005,61,1,,,,1
64,1,204000,61,2,204020,61,2,,,,,,,0
64,2,202001,61,2,202002,61,1,,,,,,,0
64,3,202001,61,2,202002,61,1,202000,61,1,,,,0
65,1,204010,62,2,204001,62,2,,,,,,,0
65,2,202001,62,2,202002,62,1,,,,,,,0
65,3,204010,62,3,204020,62,3,,,,,,,0
66,1,204001,63,1,204020,63,1,,,,,,,0
66,2,202002,63,2,202000,63,2,,,,,,,0
66,3,202001,64,1,202003,64,1,,,,,,,1
67,1,204001,64,2,204010,64,2,,,,,,,0
67,2,202001,64,2,202005,64,1,,,,,,,0
67,3,202003,64,1,,,,,,,,,,0
68,1,204000,65,2,204020,65,1,,,,,,,0
68,2,202001,65,1,202000,65,2,,,,,,,0
68,3,202002,65,1,202000,65,2,,,,,,,0
69,1,204010,66,1,204020,66,1,,,,,,,0
69,2,202001,66,1,202000,66,2,,,,,,,0
69,3,204000,66,1,202003,66,1,202000,66,1,,,,0
70,1,204000,67,2,202000,67,2,,,,,,,0
70,2,202001,67,2,202000,67,2,,,,,,,0
70,3,202004,68,1,,,,,,,,,,1
71,1,204020,68,4,,,,,,,,,,0
71,2,202000,68,4,,,,,,,,,,0
71,3,202000,68,5,,,,,,,,,,0
72,1,204020,69,3,,,,,,,,,,0
72,2,202001,69,2,202000,69,2,,,,,,,0
72,3,202001,69,2,202000,69,2,,,,,,,0
73,1,202000,70,1,,,,,,,,,,0
73,2,202000,70,2,,,,,,,,,,0
73,3,202003,71,1,202005,71,1,,,,,,,1
74,1,204000,71,2,204020,71,2,,,,,,,0
74,2,202001,71,2,202002,71,1,,,,,,,0
74,3,202001,71,1,202002,71,1,202000,71,2,,,,0
75,1,204010,72,3,,,,,,,,,,0
75,2,202002,72,1,202000,72,2,,,,,,,0
75,3,202002,72,1,202003,72,1,,,,,,,0
76,1,204010,73,3,,,,,,,,,,0
76,2,202001,73,2,202002,73,2,,,,,,,0
76,3,202004,74,1,,,,,,,,,,1
77,1,204000,75,4,,,,,,,,,,0
77,2,202001,75,2,202005,75,1,,,,,,,0
77,3,202004,75,1,,,,,,,,,,0
78,1,204000,76,3,,,,,,,,,,0
78,2,204001,76,1,202005,76,1,,,,,,,0
78,3,204001,76,2,202004,76,1,,,,,,,0
79,1,204020,77,3,,,,,,,,,,0
79,2,204001,77,2,202005,77,1,,,,,,,0
79,3,204001,77,3,204001,77,1,202005,77,1,,,,0
80,1,204020,78,1,204000,78,1,,,,,,,0
80,2,204020,78,2,,,,,,,,,,0
80,3,202005,79,1,202004,79,1,,,,,,,1
81,1,204000,79,2,204010,79,2,,,,,,,0
81,2,202001,79,1,202002,79,1,202000,79,2,,,,0
81,3,202004,79,1,,,,,,,,,,0
82,1,204000,80,1,204020,80,2,,,,,,,0
82,2,202002,80,2,202000,80,2,,,,,,,0
82,3,204000,80,1,204000,80,1,202001,80,1,202005,80,1,0
83,1,204000,81,2,204020,81,2,,,,,,,0
83,2,202000,81,3,202005,81,1,,,,,,,0
83,3,202002,82,1,202004,82,1,,,,,,,1
84,1,204010,82,3,204020,82,2,,,,,,,0
84,2,202001,82,2,202002,82,1,202000,82,1,,,,0
84,3,202001,82,2,202002,82,2,,,,,,,0
85,1,204010,83,2,204020,83,2,,,,,,,0
85,2,202002,83,3,202005,83,1,,,,,,,0
85,3,202002,83,1,202003,83,1,,,,,,,0
86,1,204010,84,2,204020,84,2,,,,,,,0
86,2,202001,84,3,,,,,,,,,,0
86,3,202005,85,1,202006,85,1,,,,,,,1
87,1,204000,85,2,204010,85,1,,,,,,,0
87,2,202001,85,1,202000,85,2,202005,85,1,,,,0
87,3,202001,85,3,202004,85,1,,,,,,,0
88,1,204000,86,3,,,,,,,,,,0
88,2,202005,86,1,202000,86,2,,,,,,,0
88,3,204000,86,1,202001,86,1,202003,86,1,,,,0
89,1,204000,87,2,204010,87,1,,,,,,,0
89,2,202001,87,1,202002,87,2,,,,,,,0
89,3,202001,87,1,202003,87,1,,,,,,,0
90,1,202003,88,1,,,,,,,,,,0
90,2,202003,88,1,,,,,,,,,,0
90,3,202003,89,1,,,,,,,,,,1
91,1,202000,89,3,,,,,,,,,,0
91,2,202001,89,2,202005,89,1,,,,,,,0
91,3,202001,89,2,202004,89,1,,,,,,,0
92,1,202000,90,4,,,,,,,,,,0
92,2,202002,90,1,202000,90,3,,,,,,,0
92,3,202002,90,1,202000,90,4,,,,,,,0
93,1,202004,92,1,,,,,,,,,,0
93,2,202000,92,3,,,,,,,,,,0
93,3,202001,93,1,202006,93,1,,,,,,,1
94,1,202001,93,2,202002,93,2,,,,,,,0
94,2,202001,93,2,202005,93,1,,,,,,,0
94,3,202006,93,1,,,,,,,,,,0
95,1,202002,94,1,202000,94,2,,,,,,,0
95,2,202003,94,1,,,,,,,,,,0
95,3,202000,94,4,202005,94,1,,,,,,,0
96,1,202001,95,1,202000,95,2,,,,,,,0
96,2,202001,95,1,202002,95,1,,,,,,,0
96,3,202003,96,1,202005,96,1,,,,,,,1
97,1,202001,96,2,,,,,,,,,,0
97,2,202002,96,2,202005,96,1,,,,,,,0
97,3,202003,96,1,202004,96,1,,,,,,,0
98,1,202000,97,1,,,,,,,,,,0
98,2,202000,97,1,202005,97,1,,,,,,,0
98,3,202006,97,2,,,,,,,,,,0
99,1,202003,98,1,,,,,,,,,,0
99,2,202006,98,1,,,,,,,,,,0
99,3,202004,98,2,,,,,,,,,,0
100,1,202000,99,1,202005,99,1,,,,,,,0
100,2,202000,99,1,202004,99,1,,,,,,,0
100,3,202007,100,1,,,,,,,,,,1
101,1,204011,100,4,,,,,,,,,,0
101,2,204011,100,5,,,,,,,,,,0
101,3,204011,100,4,203002,100,1,,,,,,,0
102,1,204011,101,5,,,,,,,,,,0
102,2,203000,101,3,,,,,,,,,,0
102,3,203000,101,4,,,,,,,,,,0
103,1,204011,102,3,,,,,,,,,,0
103,2,203000,102,4,,,,,,,,,,0
103,3,203003,103,1,,,,,,,,,,1
104,1,204011,103,2,,,,,,,,,,0
104,2,203000,103,2,203001,103,3,,,,,,,0
104,3,204011,103,2,203001,103,4,,,,,,,0
105,1,204001,104,4,,,,,,,,,,0
105,2,203000,104,1,203001,104,3,,,,,,,0
105,3,204011,104,2,203001,104,3,,,,,,,0
106,1,204001,105,3,,,,,,,,,,0
106,2,203000,105,2,203001,105,3,,,,,,,0
106,3,203003,106,1,,,,,,,,,,1
107,1,204001,106,3,,,,,,,,,,0
107,2,203001,106,4,,,,,,,,,,0
107,3,204001,106,3,203001,106,3,,,,,,,0
108,1,204001,107,3,,,,,,,,,,0
108,2,204001,107,2,203000,107,2,,,,,,,0
108,3,203000,107,1,203001,107,3,,,,,,,0
109,1,204021,108,4,,,,,,,,,,0
109,2,203000,108,2,203001,108,2,,,,,,,0
109,3,203000,108,2,203001,108,3,,,,,,,0
110,1,204021,109,4,,,,,,,,,,0
110,2,203000,109,3,203001,109,2,,,,,,,0
110,3,203004,110,1,,,,,,,,,,1
111,1,203000,110,3,,,,,,,,,,0
111,2,203000,110,3,203002,110,2,,,,,,,0
111,3,203000,110,3,203002,110,2,,,,,,,0
112,1,203000,111,2,203002,111,2,,,,,,,0
112,2,203000,111,3,203001,111,2,,,,,,,0
112,3,203000,111,3,203002,111,2,,,,,,,0
113,1,203001,112,4,,,,,,,,,,0
113,2,203000,112,2,203002,112,3,,,,,,,0
113,3,203003,113,1,,,,,,,,,,1
114,1,203000,113,2,203002,113,2,,,,,,,0
114,2,203000,113,3,203001,113,1,203002,113,1,,,,0
114,3,203003,113,1,,,,,,,,,,0
115,1,203000,114,3,203001,114,1,,,,,,,0
115,2,203000,114,3,203002,114,1,,,,,,,0
115,3,203003,114,1,203002,114,1,,,,,,,0
116,1,203000,115,2,203002,115,2,,,,,,,0
116,2,203000,115,2,203001,115,2,,,,,,,0
116,3,203000,116,2,203001,116,1,203002,116,1,,,,1
117,1,203000,117,3,,,,,,,,,,0
117,2,203000,117,2,203002,117,2,,,,,,,0
117,3,203001,117,3,203003,117,1,,,,,,,0
118,1,203001,118,3,,,,,,,,,,0
118,2,203000,118,1,203001,118,1,203002,118,1,,,,0
118,3,203000,118,1,203001,118,1,203002,118,2,,,,0
119,1,203001,119,3,,,,,,,,,,0
119,2,203003,119,1,,,,,,,,,,0
119,3,203001,119,2,203003,119,1,,,,,,,0
120,1,203001,120,4,,,,,,,,,,0
120,2,203001,120,5,,,,,,,,,,0
120,3,203005,121,1,,,,,,,,,,1
121,1,204021,121,4,,,,,,,,,,0
121,2,203000,121,3,,,,,,,,,,0
121,3,203001,121,4,,,,,,,,,,0
122,1,204021,122,4,,,,,,,,,,0
122,2,203000,122,1,203001,122,1,,,,,,,0
122,3,203000,122,1,203001,122,2,,,,,,,0
123,1,204001,123,1,204011,123,1,,,,,,,0
123,2,203001,123,2,,,,,,,,,,0
123,3,203003,124,1,203002,124,1,,,,,,,1
124,1,204001,124,2,204021,124,2,,,,,,,0
124,2,203000,124,1,203001,124,1,203002,124,1,,,,0
124,3,203000,124,1,203001,124,1,203002,124,1,,,,0
125,1,204011,125,2,,,,,,,,,,0
125,2,203000,125,1,203002,125,1,,,,,,,0
125,3,203003,125,1,203002,125,1,,,,,,,0
126,1,204011,126,3,,,,,,,,,,0
126,2,203000,126,2,203001,126,2,,,,,,,0
126,3,203005,127,1,,,,,,,,,,1
127,1,204001,127,3,,,,,,,,,,0
127,2,203004,127,1,,,,,,,,,,0
127,3,204001,127,2,203004,127,2,,,,,,,0
128,1,204001,128,3,,,,,,,,,,0
128,2,204002,128,1,203004,128,1,,,,,,,0
128,3,204001,128,1,204002,128,1,203004,128,2,,,,0
129,1,204021,129,2,,,,,,,,,,0
129,2,204002,129,2,203003,129,1,,,,,,,0
129,3,204021,129,1,203000,129,1,203003,129,1,,,,0
130,1,204021,130,3,,,,,,,,,,0
130,2,203003,130,1,,,,,,,,,,0
130,3,203005,131,1,,,,,,,,,,1
131,1,204001,131,2,204011,131,2,204021,131,1,,,,0
131,2,203000,131,1,203001,131,2,,,,,,,0
131,3,203000,131,2,203001,131,2,,,,,,,0
132,1,204021,132,3,,,,,,,,,,0
132,2,203003,132,1,,,,,,,,,,0
132,3,203000,132,2,203003,132,1,,,,,,,0
133,1,203000,133,1,203001,133,1,,,,,,,0
133,2,203003,133,1,,,,,,,,,,0
133,3,203006,134,1,,,,,,,,,,1
134,1,203001,134,1,203003,134,1,,,,,,,0
134,2,203000,134,1,203001,134,1,203002,134,1,,,,0
134,3,203001,134,2,203002,134,1,,,,,,,0
135,1,203003,135,1,,,,,,,,,,0
135,2,203004,135,1,,,,,,,,,,0
135,3,203000,135,1,203003,135,1,,,,,,,0
136,1,203001,136,1,203004,136,1,,,,,,,0
136,2,203000,136,1,203002,136,1,,,,,,,0
136,3,203006,137,1,,,,,,,,,,1
137,1,203001,138,1,203002,138,1,,,,,,,0
137,2,203001,138,2,203002,138,1,,,,,,,0
137,3,203005,138,1,,,,,,,,,,0
138,1,203000,139,2,,,,,,,,,,0
138,2,203001,139,1,,,,,,,,,,0
138,3,203003,139,2,,,,,,,,,,0
139,1,204001,140,2,,,,,,,,,,0
139,2,203000,140,1,203001,140,1,,,,,,,0
139,3,203004,140,2,,,,,,,,,,0
140,1,204001,141,1,204011,141,1,204021,141,1,,,,0
140,2,203004,141,1,,,,,,,,,,0
140,3,203005,142,1,,,,,,,,,,1
141,1,203001,142,3,,,,,,,,,,0
141,2,203001,142,3,,,,,,,,,,0
141,3,203004,142,1,,,,,,,,,,0
142,1,203000,143,1,203001,143,1,,,,,,,0
142,2,203001,143,1,203002,143,1,,,,,,,0
142,3,203001,143,1,203006,143,1,,,,,,,0
143,1,203001,144,2,,,,,,,,,,0
143,2,203001,144,3,,,,,,,,,,0
143,3,204001,145,1,203000,145,2,203004,145,1,,,,1
144,1,203001,145,3,,,,,,,,,,0
144,2,203000,145,1,203001,145,2,,,,,,,0
144,3,203000,145,1,203001,145,1,203003,145,1,,,,0
145,1,203000,146,2,203002,146,1,,,,,,,0
145,2,203004,146,1,,,,,,,,,,0
145,3,203006,146,1,,,,,,,,,,0
146,1,203001,147,2,203002,147,1,,,,,,,0
146,2,203001,147,2,203004,147,1,,,,,,,0
146,3,203006,148,1,,,,,,,,,,1
147,1,203003,148,1,,,,,,,,,,0
147,2,203005,148,1,,,,,,,,,,0
147,3,203006,148,1,,,,,,,,,,0
148,1,204002,149,1,,,,,,,,,,0
148,2,203003,149,1,203002,149,1,,,,,,,0
148,3,203005,149,1,203002,149,1,,,,,,,0
149,1,203003,150,1,,,,,,,,,,0
149,2,203005,150,1,,,,,,,,,,0
149,3,203004,150,1,203006,150,1,,,,,,,0
150,1,203000,151,1,203002,151,3,,,,,,,0
150,2,203000,151,3,203002,151,1,,,,,,,0
150,3,203007,152,1,,,,,,,,,,1
151,1,204013,152,3,,,,,,,,,,0
151,2,205001,152,3,,,,,,,,,,0
151,3,205001,152,3,,,,,,,,,,0
152,1,204013,153,3,,,,,,,,,,0
152,2,205001,153,1,205000,153,2,,,,,,,0
152,3,205001,153,2,205000,153,2,,,,,,,0
153,1,204012,154,2,204023,154,2,,,,,,,0
153,2,205001,154,3,,,,,,,,,,0
153,3,205001,155,1,205003,155,1,,,,,,,1
154,1,204012,155,2,204013,155,1,,,,,,,0
154,2,205001,155,2,205000,155,2,,,,,,,0
154,3,205001,155,1,205000,155,2,205002,155,1,,,,0
155,1,204023,156,2,,,,,,,,,,0
155,2,205001,156,2,205000,156,1,205002,156,1,,,,0
155,3,205001,156,1,205000,156,2,205002,156,1,,,,0
156,1,204023,157,3,,,,,,,,,,0
156,2,205001,157,2,205000,157,1,205002,157,1,,,,0
156,3,205001,158,2,205003,158,1,,,,,,,1
157,1,204012,158,2,,,,,,,,,,0
157,2,205001,158,2,205000,158,2,,,,,,,0
157,3,204012,158,2,205001,158,1,205000,158,2,,,,0
158,1,204012,159,3,205002,159,1,,,,,,,0
158,2,204002,159,2,205002,159,2,,,,,,,0
158,3,204012,159,1,205000,159,2,205002,159,1,,,,0
159,1,204013,160,3,,,,,,,,,,0
159,2,204002,160,2,205002,160,1,,,,,,,0
159,3,204013,160,2,204002,160,1,205003,160,1,,,,0
160,1,204013,161,4,,,,,,,,,,0
160,2,205001,161,2,205000,161,2,,,,,,,0
160,3,205004,162,1,,,,,,,,,,1
161,1,204012,162,2,204023,162,3,,,,,,,0
161,2,205001,162,1,205000,162,3,,,,,,,0
161,3,205001,162,1,205000,162,2,205002,162,1,,,,0
162,1,204013,163,3,,,,,,,,,,0
162,2,205000,163,1,205002,163,2,,,,,,,0
162,3,205000,163,2,205002,163,1,,,,,,,0
163,1,204012,164,2,204013,164,2,,,,,,,0
163,2,205000,164,1,205002,164,2,,,,,,,0
163,3,205001,165,1,205000,165,1,205002,165,2,,,,1
164,1,204012,165,1,204013,165,2,,,,,,,0
164,2,205000,165,1,205002,165,3,,,,,,,0
164,3,205001,165,1,205000,165,2,205002,165,1,,,,0
165,1,204023,166,2,204002,166,1,,,,,,,0
165,2,205001,166,2,205002,166,2,,,,,,,0
165,3,204013,166,2,204023,166,2,,,,,,,0
166,1,204002,167,1,204013,167,1,204023,167,1,204022,167,1,0
166,2,205001,167,1,205000,167,2,,,,,,,0
166,3,205003,168,1,205002,168,1,,,,,,,1
167,1,204002,168,2,204023,168,2,,,,,,,0
167,2,205001,168,2,205000,168,2,,,,,,,0
167,3,205003,168,1,205002,168,1,,,,,,,0
168,1,205001,169,4,,,,,,,,,,0
168,2,205001,169,2,205000,169,2,,,,,,,0
168,3,205000,169,2,205002,169,2,,,,,,,0
169,1,205001,170,1,205000,170,2,,,,,,,0
169,2,205001,170,2,205000,170,2,,,,,,,0
169,3,205000,170,2,205002,170,2,,,,,,,0
170,1,204012,171,1,205000,171,2,,,,,,,0
170,2,205001,171,1,205000,171,2,,,,,,,0
170,3,205004,172,1,,,,,,,,,,1
171,1,204013,172,4,,,,,,,,,,0
171,2,205000,172,3,,,,,,,,,,0
171,3,205000,172,3,,,,,,,,,,0
172,1,204013,173,4,,,,,,,,,,0
172,2,205001,173,2,205000,173,2,,,,,,,0
172,3,205001,173,3,205000,173,2,,,,,,,0
173,1,205001,174,1,205000,174,2,,,,,,,0
173,2,205000,174,3,,,,,,,,,,0
173,3,205005,175,1,,,,,,,,,,1
174,1,204012,175,2,204013,175,1,,,,,,,0
174,2,205001,175,2,205002,175,2,,,,,,,0
174,3,205003,175,1,205002,175,1,,,,,,,0
175,1,204023,176,2,,,,,,,,,,0
175,2,205000,176,1,205002,176,2,,,,,,,0
175,3,205003,176,1,205002,176,1,,,,,,,0
176,1,205000,177,3,205002,177,1,,,,,,,0
176,2,205001,177,2,205002,177,2,,,,,,,0
176,3,205004,178,1,,,,,,,,,,1
177,1,204012,178,4,,,,,,,,,,0
177,2,205001,178,2,205003,178,1,,,,,,,0
177,3,205001,178,1,205004,178,1,,,,,,,0
178,1,204012,179,3,,,,,,,,,,0
178,2,204002,179,3,205003,179,1,,,,,,,0
178,3,204002,179,2,205004,179,1,,,,,,,0
179,1,204013,180,3,,,,,,,,,,0
179,2,205005,180,1,,,,,,,,,,0
179,3,204002,180,2,205005,180,1,,,,,,,0
180,1,205001,181,1,205000,181,1,,,,,,,0
180,2,205000,181,1,205003,181,1,,,,,,,0
180,3,205005,182,1,,,,,,,,,,1
181,1,204012,182,2,204023,182,1,,,,,,,0
181,2,205001,182,1,205000,182,1,,,,,,,0
181,3,205004,182,1,205002,182,1,,,,,,,0
182,1,204012,183,1,204013,183,2,,,,,,,0
182,2,205000,183,1,205002,183,3,,,,,,,0
182,3,204012,183,1,204012,183,1,205001,183,1,205005,183,1,0
183,1,205001,184,2,205000,184,3,,,,,,,0
183,2,205001,184,3,205005,184,1,,,,,,,0
183,3,205004,185,1,,,,,,,,,,1
184,1,205001,185,2,205000,185,3,,,,,,,0
184,2,205001,185,2,205000,185,2,205002,185,1,,,,0
184,3,205001,185,2,205002,185,3,,,,,,,0
185,1,204023,186,3,204013,186,3,,,,,,,0
185,2,205000,186,3,205002,186,1,,,,,,,0
