id,level_start,level_end,rune_stone_quantity,crystal_quantity,ncg_quantity,level_up_success_rate
10001,15,15,15,3000,0,10000
10001,16,16,20,4000,0,10000
10001,17,17,10,2000,0,10000
10001,18,18,15,3000,0,10000
10001,19,19,20,4000,0,10000
10001,20,20,200,4000,0,10000
10001,21,22,15,3000,0,10000
10001,23,23,20,4000,0,10000
10001,24,24,10,2000,0,10000
10001,25,25,15,3000,0,10000
10001,26,26,20,4000,0,10000
10001,27,27,10,2000,0,10000
10001,28,28,15,3000,0,10000
10001,29,29,20,4000,0,10000
10001,30,30,200,4000,0,10000
10001,31,32,45,15000,0,10000
10001,33,33,60,20000,0,10000
10001,34,34,30,10000,0,10000
10001,35,35,45,15000,0,10000
10001,36,36,60,20000,0,10000
10001,37,37,30,10000,0,10000
10001,38,38,45,15000,0,10000
10001,39,39,60,20000,0,10000
10001,40,40,600,20000,0,10000
10001,41,42,45,15000,0,10000
10001,43,43,60,20000,0,10000
10001,44,44,30,10000,0,10000
10001,45,45,45,15000,0,10000
10001,46,46,60,20000,0,10000
10001,47,47,30,10000,0,10000
10001,48,48,45,15000,0,10000
10001,49,49,60,20000,0,10000
10001,50,50,600,20000,0,10000
10001,51,51,45,15000,30,10000
10001,52,52,45,15000,0,10000
10001,53,53,60,20000,0,10000
10001,54,54,30,10000,0,10000
10001,55,55,45,15000,0,10000
10001,56,56,60,20000,0,10000
10001,57,57,30,10000,0,10000
10001,58,58,45,15000,0,10000
10001,59,59,60,20000,0,10000
10001,60,60,600,20000,0,10000
10001,61,61,45,15000,30,10000
10001,62,62,45,15000,0,10000
10001,63,63,60,20000,0,10000
10001,64,64,30,10000,0,10000
10001,65,65,45,15000,0,10000
10001,66,66,60,20000,0,10000
10001,67,67,30,10000,0,10000
10001,68,68,45,15000,0,10000
10001,69,69,60,20000,0,10000
10001,70,70,600,20000,0,10000
10001,71,71,90,75000,30,10000
10001,72,72,60,50000,0,10000
10001,73,74,90,75000,0,10000
10001,75,77,120,100000,0,10000
10001,78,79,300,250000,0,10000
10001,80,80,4500,750000,0,10000
10001,81,81,90,75000,30,10000
10001,82,82,60,50000,0,10000
10001,83,84,90,75000,0,10000
10001,85,87,120,100000,0,10000
10001,88,89,300,250000,0,10000
10001,90,90,4500,750000,0,10000
10001,91,91,90,75000,75,10000
10001,92,92,60,50000,0,10000
10001,93,94,90,75000,0,10000
10001,95,97,120,100000,0,10000
10001,98,99,300,250000,0,10000
10001,100,100,4500,750000,0,10000
10001,101,101,90,75000,75,10000
10001,102,102,60,50000,0,10000
10001,103,104,90,75000,0,10000
10001,105,107,120,100000,0,10000
10001,108,109,300,250000,0,10000
10001,110,110,4500,750000,0,10000
10001,111,111,90,75000,75,10000
10001,112,112,60,50000,0,10000
10001,113,114,90,75000,0,10000
10001,115,117,120,100000,0,10000
10001,118,119,300,250000,0,10000
10001,120,120,4500,750000,0,10000
10001,121,121,90,75000,75,10000
10001,122,122,60,50000,0,10000
10001,123,124,90,75000,0,10000
10001,125,125,120,100000,0,10000
10001,126,127,120,400000,0,10000
10001,128,129,300,1000000,0,10000
10001,130,130,4500,3000000,0,10000
10001,131,131,120,300000,75,10000
10001,132,132,120,300000,0,10000
10001,133,134,160,400000,0,10000
10001,135,135,6000,3000000,0,10000
10001,136,136,80,200000,0,10000
10001,137,137,120,300000,0,10000
10001,138,139,160,400000,0,10000
10001,140,140,6000,3000000,0,10000
10001,141,141,80,200000,50,10000
10001,142,142,80,200000,0,10000
10001,143,144,120,300000,0,10000
10001,145,147,160,400000,0,10000
10001,148,149,400,1000000,0,10000
10001,150,150,6000,3000000,0,10000
10001,151,151,80,200000,50,10000
10001,152,152,80,200000,0,10000
10001,153,154,120,300000,0,10000
10001,155,157,160,400000,0,10000
10001,158,159,400,1000000,0,10000
10001,160,160,6000,3000000,0,10000
10001,161,161,80,200000,50,10000
10001,162,162,80,200000,0,10000
10001,163,164,120,300000,0,10000
10001,165,167,160,400000,0,10000
10001,168,169,400,1000000,0,10000
10001,170,170,6000,3000000,0,10000
10001,171,171,80,200000,50,10000
10001,172,172,80,200000,0,10000
10001,173,174,120,300000,0,10000
10001,175,177,160,400000,0,10000
10001,178,179,400,1000000,0,10000
10001,180,180,6000,3000000,0,10000
10001,181,181,80,200000,100,10000
10001,182,182,80,200000,0,10000
10001,183,184,120,300000,0,10000
10001,185,187,160,400000,0,10000
10001,188,189,400,1000000,0,10000
10001,190,190,6000,3000000,0,10000
10001,191,191,80,200000,100,10000
10001,192,192,80,200000,0,10000
10001,193,194,120,300000,0,10000
10001,195,197,160,400000,0,10000
10001,198,199,400,1000000,0,10000
10001,200,200,6000,3000000,0,10000
10001,201,201,100,500000,100,10000
10001,202,202,100,500000,0,10000
10001,203,204,150,750000,0,10000
10001,205,207,200,1000000,0,10000
10001,208,209,500,2500000,0,10000
10001,210,210,12000,7500000,0,10000
10001,211,211,100,500000,100,10000
10001,212,212,100,500000,0,10000
10001,213,214,150,750000,0,10000
10001,215,217,200,1000000,0,10000
10001,218,219,500,2500000,0,10000
10001,220,220,12000,7500000,0,10000
10001,221,221,100,500000,100,10000
10001,222,222,100,500000,0,10000
10001,223,224,150,750000,0,10000
10001,225,227,200,1000000,0,10000
10001,228,229,500,2500000,0,10000
10001,230,230,12000,7500000,0,10000
10001,231,231,100,500000,100,10000
10001,232,232,100,500000,0,10000
10001,233,234,150,750000,0,10000
10001,235,237,200,1000000,0,10000
10001,238,239,500,2500000,0,10000
10001,240,240,12000,7500000,0,10000
10001,241,241,100,500000,100,10000
10001,242,242,100,500000,0,10000
10001,243,244,150,750000,0,10000
10001,245,247,200,1000000,0,10000
10001,248,249,500,2500000,0,10000
10001,250,250,12000,7500000,0,10000
10001,251,251,100,1000000,200,10000
10001,252,252,100,1000000,0,10000
10001,253,254,150,1500000,0,10000
10001,255,257,200,2000000,0,10000
10001,258,259,500,5000000,0,10000
10001,260,260,12000,15000000,0,10000
10001,261,261,100,1000000,200,10000
10001,262,262,100,1000000,0,10000
10001,263,264,150,1500000,0,10000
10001,265,267,200,2000000,0,10000
10001,268,269,500,5000000,0,10000
10001,270,270,12000,15000000,0,10000
10001,271,271,100,1000000,200,10000
10001,272,272,100,1000000,0,10000
10001,273,274,150,1500000,0,10000
10001,275,277,200,2000000,0,10000
10001,278,279,500,5000000,0,10000
10001,280,280,12000,15000000,0,10000
10001,281,281,100,1000000,200,10000
10001,282,282,100,1000000,0,10000
10001,283,284,150,1500000,0,10000
10001,285,287,200,2000000,0,10000
10001,288,289,500,5000000,0,10000
10001,290,290,12000,15000000,0,10000
10001,291,291,100,1000000,200,10000
10001,292,292,100,1000000,0,10000
10001,293,294,150,1500000,0,10000
10001,295,297,200,2000000,0,10000
10001,298,299,500,5000000,0,10000
10001,300,300,12000,15000000,0,10000
10002,1,1,50,5000,0,10000
10002,2,2,8,7500,0,10000
10002,3,3,10,10000,0,10000
10002,4,4,5,5000,0,10000
10002,5,5,8,7500,0,10000
10002,6,6,10,10000,0,10000
10002,7,7,5,5000,0,10000
10002,8,8,8,7500,0,10000
10002,9,9,10,10000,0,10000
10002,10,10,100,100000,0,10000
10002,11,12,8,7500,0,10000
10002,13,13,10,10000,0,10000
10002,14,14,5,5000,0,10000
10002,15,15,8,7500,0,10000
10002,16,16,10,10000,0,10000
10002,17,17,5,5000,0,10000
10002,18,18,8,7500,0,10000
10002,19,19,10,10000,0,10000
10002,20,20,100,100000,0,10000
10002,21,22,8,7500,0,10000
10002,23,23,10,10000,0,10000
10002,24,24,5,5000,0,10000
10002,25,25,8,7500,0,10000
10002,26,26,10,10000,0,10000
10002,27,27,5,5000,0,10000
10002,28,28,8,7500,0,10000
10002,29,29,10,10000,0,10000
10002,30,30,100,100000,0,10000
10002,31,32,15,30000,0,10000
10002,33,33,20,40000,0,10000
10002,34,34,10,20000,0,10000
10002,35,35,15,30000,0,10000
10002,36,36,20,40000,0,10000
10002,37,37,10,20000,0,10000
10002,38,38,15,30000,0,10000
10002,39,39,20,40000,0,10000
10002,40,40,200,200000,0,10000
10002,41,42,15,30000,0,10000
10002,43,43,20,40000,0,10000
10002,44,44,10,20000,0,10000
10002,45,45,15,30000,0,10000
10002,46,46,20,40000,0,10000
10002,47,47,10,20000,0,10000
10002,48,48,15,30000,0,10000
10002,49,49,20,40000,0,10000
10002,50,50,200,200000,0,10000
10002,51,51,23,30000,90,10000
10002,52,52,23,30000,0,10000
10002,53,53,30,40000,0,10000
10002,54,54,15,20000,0,10000
10002,55,55,23,30000,0,10000
10002,56,56,30,40000,0,10000
10002,57,57,15,20000,0,10000
10002,58,58,23,30000,0,10000
10002,59,59,30,40000,0,10000
10002,60,60,300,200000,0,10000
10002,61,61,23,30000,90,10000
10002,62,62,23,30000,0,10000
10002,63,63,30,40000,0,10000
10002,64,64,15,20000,0,10000
10002,65,65,23,30000,0,10000
10002,66,66,30,40000,0,10000
10002,67,67,15,20000,0,10000
10002,68,68,23,30000,0,10000
10002,69,69,30,40000,0,10000
10002,70,70,300,200000,0,10000
10002,71,71,30,75000,90,10000
10002,72,72,20,50000,0,10000
10002,73,74,30,75000,0,10000
10002,75,77,40,100000,0,10000
10002,78,79,100,250000,0,10000
10002,80,80,2250,4500000,0,10000
10002,81,81,30,75000,90,10000
10002,82,82,20,50000,0,10000
10002,83,84,30,75000,0,10000
10002,85,87,40,100000,0,10000
10002,88,89,100,250000,0,10000
10002,90,90,2250,4500000,0,10000
10002,91,91,30,75000,225,10000
10002,92,92,20,50000,0,10000
10002,93,94,30,75000,0,10000
10002,95,97,40,100000,0,10000
10002,98,99,100,250000,0,10000
10002,100,100,2250,4500000,0,10000
10002,101,101,45,75000,225,10000
10002,102,102,30,50000,0,10000
10002,103,104,45,75000,0,10000
10002,105,107,60,100000,0,10000
10002,108,109,150,250000,0,10000
10002,110,110,2250,4500000,0,10000
10002,111,111,45,75000,225,10000
10002,112,112,30,50000,0,10000
10002,113,114,45,75000,0,10000
10002,115,117,60,100000,0,10000
10002,118,119,150,250000,0,10000
10002,120,120,2250,4500000,0,10000
10002,121,121,45,75000,225,10000
10002,122,122,30,50000,0,10000
10002,123,124,45,75000,0,10000
10002,125,127,60,100000,0,10000
10002,128,129,150,250000,0,10000
10002,130,130,2250,4500000,0,10000
10002,131,131,60,450000,225,10000
10002,132,132,60,450000,0,10000
10002,133,134,80,600000,0,10000
10002,135,135,3000,15000000,0,10000
10002,136,136,40,300000,0,10000
10002,137,137,60,450000,0,10000
10002,138,139,80,600000,0,10000
10002,140,140,3000,15000000,0,10000
10002,141,141,40,300000,150,10000
10002,142,142,40,300000,0,10000
10002,143,144,60,450000,0,10000
10002,145,147,80,600000,0,10000
10002,148,149,200,1500000,0,10000
10002,150,150,3000,15000000,0,10000
10002,151,151,40,300000,150,10000
10002,152,152,40,300000,0,10000
10002,153,154,60,450000,0,10000
10002,155,157,80,600000,0,10000
10002,158,159,200,1500000,0,10000
10002,160,160,3000,15000000,0,10000
10002,161,161,40,300000,150,10000
10002,162,162,40,300000,0,10000
10002,163,164,60,450000,0,10000
10002,165,167,80,600000,0,10000
10002,168,169,200,1500000,0,10000
10002,170,170,3000,15000000,0,10000
10002,171,171,40,300000,150,10000
10002,172,172,40,300000,0,10000
10002,173,174,60,450000,0,10000
10002,175,177,80,600000,0,10000
10002,178,179,200,1500000,0,10000
10002,180,180,3000,15000000,0,10000
10002,181,181,40,300000,300,10000
10002,182,182,40,300000,0,10000
10002,183,184,60,450000,0,10000
10002,185,187,80,600000,0,10000
10002,188,189,200,1500000,0,10000
10002,190,190,3000,15000000,0,10000
10002,191,191,40,300000,300,10000
10002,192,192,40,300000,0,10000
10002,193,194,60,450000,0,10000
10002,195,197,80,600000,0,10000
10002,198,199,200,1500000,0,10000
10002,200,200,3000,15000000,0,10000
10002,201,201,50,500000,300,10000
10002,202,202,50,500000,0,10000
10002,203,204,75,750000,0,10000
10002,205,207,100,1000000,0,10000
10002,208,209,250,2500000,0,10000
10002,210,210,6000,30000000,0,10000
10002,211,211,50,500000,300,10000
10002,212,212,50,500000,0,10000
10002,213,214,75,750000,0,10000
10002,215,217,100,1000000,0,10000
10002,218,219,250,2500000,0,10000
10002,220,220,6000,30000000,0,10000
10002,221,221,50,500000,300,10000
10002,222,222,50,500000,0,10000
10002,223,224,75,750000,0,10000
10002,225,227,100,1000000,0,10000
10002,228,229,250,2500000,0,10000
10002,230,230,6000,30000000,0,10000
10002,231,231,50,500000,300,10000
10002,232,232,50,500000,0,10000
10002,233,234,75,750000,0,10000
10002,235,237,100,1000000,0,10000
10002,238,239,250,2500000,0,10000
10002,240,240,6000,30000000,0,10000
10002,241,241,50,500000,300,10000
10002,242,242,50,500000,0,10000
10002,243,244,75,750000,0,10000
10002,245,247,100,1000000,0,10000
10002,248,249,250,2500000,0,10000
10002,250,250,6000,30000000,0,10000
10002,251,251,50,500000,600,10000
10002,252,252,50,500000,0,10000
10002,253,254,75,750000,0,10000
10002,255,257,100,1000000,0,10000
10002,258,259,250,2500000,0,10000
10002,260,260,6000,30000000,0,10000
10002,261,261,50,500000,600,10000
10002,262,262,50,500000,0,10000
10002,263,264,75,750000,0,10000
10002,265,267,100,1000000,0,10000
10002,268,269,250,2500000,0,10000
10002,270,270,6000,30000000,0,10000
10002,271,271,50,500000,600,10000
10002,272,272,50,500000,0,10000
10002,273,274,75,750000,0,10000
10002,275,277,100,1000000,0,10000
10002,278,279,250,2500000,0,10000
10002,280,280,6000,30000000,0,10000
10002,281,281,50,500000,600,10000
10002,282,282,50,500000,0,10000
10002,283,284,75,750000,0,10000
10002,285,287,100,1000000,0,10000
10002,288,289,250,2500000,0,10000
10002,290,290,6000,30000000,0,10000
10002,291,291,50,500000,600,10000
10002,292,292,50,500000,0,10000
10002,293,294,75,750000,0,10000
10002,295,297,100,1000000,0,10000
10002,298,299,250,2500000,0,10000
10002,300,300,6000,30000000,0,10000
10003,1,9,10,400000,0,10000
10003,10,10,10,2000000,0,10000
10003,11,19,10,400000,0,10000
10003,20,20,10,2000000,0,10000
10003,21,29,10,400000,0,10000
10003,30,30,10,2000000,0,10000
10003,31,39,30,600000,0,10000
10003,40,40,30,3000000,0,10000
10003,41,49,30,600000,0,10000
10003,50,50,30,3000000,0,10000
10003,51,51,30,600000,100,10000
10003,52,59,30,600000,0,10000
10003,60,60,30,3000000,0,10000
10003,61,61,30,600000,100,10000
10003,62,69,30,600000,0,10000
10003,70,70,30,3000000,0,10000
10003,71,71,40,1000000,150,10000
10003,72,79,40,1000000,0,10000
10003,80,80,40,5000000,0,10000
10003,81,81,40,1000000,150,10000
10003,82,89,40,1000000,0,10000
10003,90,90,40,5000000,0,10000
10003,91,91,40,1000000,150,10000
10003,92,99,40,1000000,0,10000
10003,100,100,40,5000000,0,10000
10003,101,101,40,1000000,200,10000
10003,102,109,40,1000000,0,10000
10003,110,110,40,5000000,0,10000
10003,111,111,40,1000000,200,10000
10003,112,119,40,1000000,0,10000
10003,120,120,40,5000000,0,10000
10003,121,121,40,1000000,200,10000
10003,122,125,40,1000000,0,10000
10003,126,129,50,1000000,0,10000
10003,130,130,50,5000000,0,10000
10003,131,131,50,1500000,200,10000
10003,132,139,50,1500000,0,10000
10003,140,140,50,6000000,0,10000
10003,141,141,50,1500000,200,10000
10003,142,149,50,1500000,0,10000
10003,150,150,50,6000000,0,10000
10003,151,151,50,1500000,200,10000
10003,152,159,50,1500000,0,10000
10003,160,160,50,6000000,0,10000
10003,161,161,50,1500000,200,10000
10003,162,169,50,1500000,0,10000
10003,170,170,50,6000000,0,10000
10003,171,171,50,1500000,200,10000
10003,172,179,50,1500000,0,10000
10003,180,180,50,6000000,0,10000
10003,181,181,50,1500000,300,10000
10003,182,189,50,1500000,0,10000
10003,190,190,50,6000000,0,10000
10003,191,191,50,1500000,300,10000
10003,192,199,50,1500000,0,10000
10003,200,200,50,6000000,0,10000
10003,201,201,80,2000000,300,10000
10003,202,209,80,2000000,0,10000
10003,210,210,80,8000000,0,10000
10003,211,211,80,2000000,500,10000
10003,212,219,80,2000000,0,10000
10003,220,220,80,8000000,0,10000
10003,221,221,80,2000000,500,10000
10003,222,229,80,2000000,0,10000
10003,230,230,80,8000000,0,10000
10003,231,231,80,2000000,500,10000
10003,232,239,80,2000000,0,10000
10003,240,240,80,8000000,0,10000
10003,241,241,80,2000000,500,10000
10003,242,249,80,2000000,0,10000
10003,250,250,80,8000000,0,10000
10003,251,251,80,2000000,500,10000
10003,252,259,80,2000000,0,10000
10003,260,260,80,8000000,0,10000
10003,261,261,80,2000000,1000,10000
10003,262,269,80,2000000,0,10000
10003,270,270,80,8000000,0,10000
10003,271,271,80,2000000,1000,10000
10003,272,279,80,2000000,0,10000
10003,280,280,80,8000000,0,10000
10003,281,281,80,2000000,1000,10000
10003,282,289,80,2000000,0,10000
10003,290,290,80,8000000,0,10000
10003,291,291,80,2000000,1000,10000
10003,292,299,80,2000000,0,10000
10003,300,300,80,8000000,0,10000
10004,1,1,100,2000,0,10000
10004,2,2,30,3000,0,10000
10004,3,3,40,4000,0,10000
10004,4,4,50,2000,0,10000
10004,5,5,60,3000,0,10000
10004,6,6,70,4000,0,10000
10004,7,7,80,2000,0,10000
10004,8,8,90,3000,0,10000
10004,9,9,100,4000,0,10000
10004,10,10,200,4000,0,10000
10004,11,11,100,3000,0,10000
10004,12,12,30,3000,0,10000
10004,13,13,40,4000,0,10000
10004,14,14,50,2000,0,10000
10004,15,15,60,3000,0,10000
10004,16,16,70,4000,0,10000
10004,17,17,80,2000,0,10000
10004,18,18,90,3000,0,10000
10004,19,19,100,4000,0,10000
10004,20,20,200,4000,0,10000
10004,21,21,100,3000,0,10000
10004,22,22,30,3000,0,10000
10004,23,23,40,4000,0,10000
10004,24,24,50,2000,0,10000
10004,25,25,60,3000,0,10000
10004,26,26,70,4000,0,10000
10004,27,27,80,2000,0,10000
10004,28,28,90,3000,0,10000
10004,29,29,100,4000,0,10000
10004,30,30,200,4000,0,10000
10004,31,31,100,15000,0,10000
10004,32,32,50,15000,0,10000
10004,33,33,50,20000,0,10000
10004,34,34,50,10000,0,10000
10004,35,35,60,15000,0,10000
10004,36,36,70,20000,0,10000
10004,37,37,80,10000,0,10000
10004,38,38,90,15000,0,10000
10004,39,39,100,20000,0,10000
10004,40,40,600,20000,0,10000
10004,41,41,100,15000,0,10000
10004,42,42,50,15000,0,10000
10004,43,43,50,20000,0,10000
10004,44,44,50,10000,0,10000
10004,45,45,60,15000,0,10000
10004,46,46,70,20000,0,10000
10004,47,47,80,10000,0,10000
10004,48,48,90,15000,0,10000
10004,49,49,100,20000,0,10000
10004,50,50,600,20000,0,10000
10004,51,51,100,15000,50,10000
10004,52,52,50,15000,0,10000
10004,53,53,50,20000,0,10000
10004,54,54,50,10000,0,10000
10004,55,55,60,15000,0,10000
10004,56,56,70,20000,0,10000
10004,57,57,80,10000,0,10000
10004,58,58,90,15000,0,10000
10004,59,59,100,20000,0,10000
10004,60,60,600,20000,0,10000
10004,61,61,100,15000,0,10000
10004,62,62,50,15000,0,10000
10004,63,63,50,20000,0,10000
10004,64,64,50,10000,0,10000
10004,65,65,60,15000,0,10000
10004,66,66,70,20000,0,10000
10004,67,67,80,10000,0,10000
10004,68,68,90,15000,0,10000
10004,69,69,100,20000,0,10000
10004,70,70,600,20000,0,10000
10004,71,71,90,75000,0,10000
10004,72,72,60,50000,0,10000
10004,73,74,90,75000,0,10000
10004,75,77,120,100000,0,10000
10004,78,79,300,250000,0,10000
10004,80,80,4500,750000,0,10000
10004,81,81,90,75000,0,10000
10004,82,82,60,50000,0,10000
10004,83,84,90,75000,0,10000
10004,85,87,120,100000,0,10000
10004,88,89,300,250000,0,10000
10004,90,90,4500,750000,0,10000
10004,91,91,90,75000,0,10000
10004,92,92,60,50000,0,10000
10004,93,94,90,75000,0,10000
10004,95,97,120,100000,0,10000
10004,98,99,300,250000,0,10000
10004,100,100,4500,750000,0,10000
10004,101,101,90,75000,100,10000
10004,102,102,60,50000,0,10000
10004,103,104,90,75000,0,10000
10004,105,107,120,100000,0,10000
10004,108,109,300,250000,0,10000
10004,110,110,4500,750000,0,10000
10004,111,111,90,75000,0,10000
10004,112,112,60,50000,0,10000
10004,113,114,90,75000,0,10000
10004,115,117,120,100000,0,10000
10004,118,119,300,250000,0,10000
10004,120,120,4500,750000,0,10000
10004,121,121,90,75000,0,10000
10004,122,122,60,50000,0,10000
10004,123,124,90,75000,0,10000
10004,125,127,120,100000,0,10000
10004,128,129,300,250000,0,10000
10004,130,130,4500,750000,0,10000
10004,131,131,120,75000,0,10000
10004,132,132,120,50000,0,10000
10004,133,134,160,75000,0,10000
10004,135,135,6000,100000,0,10000
10004,136,136,80,100000,0,10000
10004,137,137,120,100000,0,10000
10004,138,139,160,250000,0,10000
10004,140,140,6000,750000,0,10000
10004,141,141,80,75000,0,10000
10004,142,142,80,50000,0,10000
10004,143,144,120,75000,0,10000
10004,145,147,160,100000,0,10000
10004,148,149,400,250000,0,10000
10004,150,150,6000,750000,0,10000
10004,151,151,80,75000,150,10000
10004,152,152,80,50000,0,10000
10004,153,154,120,75000,0,10000
10004,155,157,160,100000,0,10000
10004,158,159,400,250000,0,10000
10004,160,160,6000,750000,0,10000
10004,161,161,80,75000,0,10000
10004,162,162,80,50000,0,10000
10004,163,164,120,75000,0,10000
10004,165,167,160,100000,0,10000
10004,168,169,400,250000,0,10000
10004,170,170,6000,750000,0,10000
10004,171,171,80,75000,0,10000
10004,172,172,80,50000,0,10000
10004,173,174,120,75000,0,10000
10004,175,177,160,100000,0,10000
10004,178,179,400,250000,0,10000
10004,180,180,6000,750000,0,10000
10004,181,181,80,75000,0,10000
10004,182,182,80,50000,0,10000
10004,183,184,120,75000,0,10000
10004,185,187,160,100000,0,10000
10004,188,189,400,250000,0,10000
10004,190,190,6000,750000,0,10000
10004,191,191,80,75000,0,10000
10004,192,192,80,50000,0,10000
10004,193,194,120,75000,0,10000
10004,195,197,160,100000,0,10000
10004,198,199,400,250000,0,10000
10004,200,200,6000,750000,0,10000
10004,201,201,200,500000,200,10000
10004,202,202,200,500000,0,10000
10004,203,204,300,750000,0,10000
10004,205,207,400,1000000,0,10000
10004,208,209,1000,2500000,0,10000
10004,210,210,12000,7500000,0,10000
10004,211,212,200,500000,0,10000
10004,213,214,300,750000,0,10000
10004,215,217,400,1000000,0,10000
10004,218,219,1000,2500000,0,10000
10004,220,220,12000,7500000,0,10000
10004,221,222,200,500000,0,10000
10004,223,224,300,750000,0,10000
10004,225,227,400,1000000,0,10000
10004,228,229,1000,2500000,0,10000
10004,230,230,12000,7500000,0,10000
10004,231,232,200,500000,0,10000
10004,233,234,300,750000,0,10000
10004,235,237,400,1000000,0,10000
10004,238,239,1000,2500000,0,10000
10004,240,240,12000,7500000,0,10000
10004,241,242,200,500000,0,10000
10004,243,244,300,750000,0,10000
10004,245,247,400,1000000,0,10000
10004,248,249,1000,2500000,0,10000
10004,250,250,12000,7500000,0,10000
10004,251,251,200,1000000,250,10000
10004,252,252,200,1000000,0,10000
10004,253,254,300,1500000,0,10000
10004,255,257,400,2000000,0,10000
10004,258,259,1000,5000000,0,10000
10004,260,260,12000,15000000,0,10000
10004,261,262,200,1000000,0,10000
10004,263,264,300,1500000,0,10000
10004,265,267,400,2000000,0,10000
10004,268,269,1000,5000000,0,10000
10004,270,270,12000,15000000,0,10000
10004,271,272,200,1000000,0,10000
10004,273,274,300,1500000,0,10000
10004,275,277,400,2000000,0,10000
10004,278,279,1000,5000000,0,10000
10004,280,280,12000,15000000,0,10000
10004,281,282,200,1000000,0,10000
10004,283,284,300,1500000,0,10000
10004,285,287,400,2000000,0,10000
10004,288,289,1000,5000000,0,10000
10004,290,290,12000,15000000,0,10000
10004,291,292,200,1000000,0,10000
10004,293,294,300,1500000,0,10000
10004,295,297,400,2000000,0,10000
10004,298,299,1000,5000000,0,10000
10004,300,300,12000,15000000,0,10000
10005,1,1,50,2000,0,10000
10005,2,2,15,3000,0,10000
10005,3,3,20,4000,0,10000
10005,4,4,25,2000,0,10000
10005,5,5,30,3000,0,10000
10005,6,6,35,4000,0,10000
10005,7,7,40,2000,0,10000
10005,8,8,45,3000,0,10000
10005,9,9,50,4000,0,10000
10005,10,10,100,4000,0,10000
10005,11,11,50,3000,0,10000
10005,12,12,15,3000,0,10000
10005,13,13,20,4000,0,10000
10005,14,14,25,2000,0,10000
10005,15,15,30,3000,0,10000
10005,16,16,35,4000,0,10000
10005,17,17,40,2000,0,10000
10005,18,18,45,3000,0,10000
10005,19,19,50,4000,0,10000
10005,20,20,100,4000,0,10000
10005,21,21,50,3000,0,10000
10005,22,22,15,3000,0,10000
10005,23,23,20,4000,0,10000
10005,24,24,25,2000,0,10000
10005,25,25,30,3000,0,10000
10005,26,26,35,4000,0,10000
10005,27,27,40,2000,0,10000
10005,28,28,45,3000,0,10000
10005,29,29,50,4000,0,10000
10005,30,30,100,4000,0,10000
10005,31,31,50,15000,0,10000
10005,32,32,25,15000,0,10000
10005,33,33,25,20000,0,10000
10005,34,34,25,10000,0,10000
10005,35,35,30,15000,0,10000
10005,36,36,35,20000,0,10000
10005,37,37,40,10000,0,10000
10005,38,38,45,15000,0,10000
10005,39,39,50,20000,0,10000
10005,40,40,300,20000,0,10000
10005,41,41,50,15000,0,10000
10005,42,42,25,15000,0,10000
10005,43,43,25,20000,0,10000
10005,44,44,25,10000,0,10000
10005,45,45,30,15000,0,10000
10005,46,46,35,20000,0,10000
10005,47,47,40,10000,0,10000
