ID,Name,Fungible ID
306043,대지의 수액 덩어리(소),e0bbb7ce62f633cf27c976f10b5c0161647f7c522d496db8a8ad49973f6517f1
306044,물의 수액 덩어리(소),c87ce493f749d686c672938c44905e95ef76e6f07632eba02f598a9174d6068d
306045,수액 덩어리(대),e9fa72958f47de790a80e1009e13d2593d4a283076e6cd6c358dcfb72ced20e2
306046,화염의 수액 덩어리(대),5eb4a120ad93f92a73a93eb18b3273488b1ffed45d320d9ff73c3a7744528d1c
306047,바람의 수액 덩어리(대),651c5eb16a8521f2f58d2a0a2066540f112fd8992af8c8dc924a71f2e31dfb1e
306048,대지의 수액 덩어리(대),1a6f17de25155917996fe3aa2f45c9f9da9c96c6a3b5dde82cbb152de7055126
306049,물의 수액 덩어리(대),44b257db2ff895a6c731e45c28e3399a17d3280fbae6ebea2a02c50577f7ed11
306050,가벼운 천 조각,df0c212eb56526891629367fe889cfce0ea89a04e21d11a05b19ff9231802b4c
306051,희귀한 원석,5eac6f2b799a1fc20a50f005f2df8783fefec63595787804b4418ece2b3d0717
306052,영웅의 증표,7b33549235c36163ad2d83098d93e3f219adca11ebdfd1badd11feb66b7c5d00
306053,날카로운 발톱,eb5a20224d9ecf7a5da0d60692889f9a4bed95ab3575902a53a1ff6b9c258202
306054,원한이 깃든 장식,d0306e81e1a530dcab4541ec85858acba49c5752f79968a8830bae44277a17ed
306055,고대의 마법서,e093eaf15561862d9e37651709a479ec5afd25b6baaa2ce4180265e3d8b030a7
306056,브론즈 엠블렘,5621e3f6b75930d415d95ff9b66002533f94ae441b2c7920fb0820f0a489e111
306057,실버 엠블렘,7eea3fccb7d9391325249c2f1854fa89f0b3bacd9f97aee12e89428d5e5dea37
306058,화염의 나무둔기,94a48c1d8790395876690f19009c1eac6bd81a6439c126e3e85b54f95482b18f
306059,화염의 작은 투구,5c31281ca636a6f8c897253d857fe883c66a6f543c2243e0cfe456f4d3ecb80d
306060,화염의 멧돼지뿔,de366294559becd1fcf825fc8398ac7e3f714ab91af048fcb99c58eaada0ba44
306061,화염의 허리가방,f6f174c85e2b6a19d8b13487f46cd6fbdf7f7178c3982b77d2ca4a8a8384892e
306062,화염의 둔기 조각,774387619bb662f106de1bb0811db39b9fbdda779e182e410f6f780a01bbfdc6
306063,화염의 하얀 털다발,5eb6aaf6bd8f3677df12211ebeb11461e55813c0f6f2a0d46efa2e116813be78
306064,화염의 큰 멧돼지뿔,da6fdb5cd3bc1c3ece4e1bb16baa86d207a570bd77f74ab70f458814b6e003d4
306065,화염의 무거운 견장,853a05ba567c3b81d68d328d602fc0544ea1a48d4045cb6c2489e8e3ec695ed3
306066,화염의 달궈진 쇠사슬,8fa83b480f24b0fd6e9609893434ad9712c960be0906e04275ca2f821563962c
306067,화염의 부러진 지팡이,6072ad060614b8421a78edef215916303a371a6a0859a603320d45e727e81070
306068,화염의 제림니르 도끼,aaddc551d4efe9bf2257c95449957cb203dec64bd8a246545dd037379f8d43e8
306069,화염의 제림니르 철퇴,05d357df8472a61f9148aca7dcab85c7ecd2cbb83286ac2e9e96ca17b6149568
306070,수액 결정,e467675e0ff7a523987376aafc2f63676b953959096e0e3a40b862dda51463e2
306071,화염의 수액 결정,1830ddc25e9b53ac6d714d54b5938ce6d97539a3aba7aa3bb8099497946b07f4
306072,바람의 수액 결정,629f220f30ff66bd377ea29b2e2498c5ae75ecdee41f33ec584e9ee5b2394224
306073,대지의 수액 결정,6881f62ae2c88d5bcfdcf86b1d76ca5dc11e70097420b089380f9e960d9d933e
306074,물의 수액 결정,5fac00090f2293297a2f8e7bb128c0e3b02d98f039ef68b874fa808f6406cf18
306075,얼어붙은 잎사귀,f4fa8df9913b2a477ee2913351f328dba5c4afc57833b4f9b50f2545a91c6a14
306076,얼어붙은 열매,26480e228d1192c8055c505531a0189c28d55cea23d3bfdeb58e243cdb786028
306077,날카로운 얼음 파편,84d7ddb67c2f17875e85e40381afaed660a926b742d8db662bef0035ea1a99da
306078,짙은 보석 결정,6cb1b978536c11c087d92b32b3103819c787d10af12ce47f8fcafa83cd5445e7
306079,튼튼한 뿔 조각,723494ce54acb09ace05d4a23546ac226d3d7df2468e01b7c459d265444d0922
306080,뾰족한 철재 파편,ea8168c5d646439e5732053232e28e360cb154d765add9e02c39f5554896a0b1
306081,얼어붙은 방패 파편,ecec1dbe913ddd8c82a77c669b9fee5f4463bba2f2d000025a9d213dd33702ce
306082,뽀족한 칼날 가면,1f9d3aa8c79bc61a405d00e13e43d19516a63df911a9ef8962f479c9aed9c72e
306083,랜턴 파편,c3a20520b9b18a27be4e8baa772b0ee2d2efc8e2d00949fa0227d1e45ba80445
306084,어둠의 정수 파편,0a3e3a419bd41717d38f8dc99332fa2e073e5fc3f29c67ab8bf73fb6b5b46796
306085,Mucus Crystal (Small),8727d66f3f9c1a18e133aa56a135a82f696663d66ee9a227514835c32f0fe6f7
306086,Flame Mucus Crystal (Small),460932cc5e11009301f2ecaa3a8a13a9dc362744bac27fed45b6fc8abde2f626
306087,Water Mucus Crystal (Small),09739d9bbe3ea604532a9b6d00f551122d42ae6d6d8b386f2c87b77589a0ff86
306088,Earth Mucus Crystal (Small),10449c14b815f4e2185086f605c3360957e1200198be694c14b5089b6333bbbd
306089,Wind Mucus Crystal (Small),6ae94d4c0195194ff0a895e88ec8952aa6aa41f47eb0bc38eb414d575ffc021b
306090,Scarecrow Hat,20d4723694ee62bccb05beda5d6c1e7eb2588dbde7ec271a2fe03ff8afaf8561
306091,Broom Shard,713acfebe6b56bf43b162b37d371768c744459971b83decb23d462223b2ceeab
306092,Crimson Crystal,0193b230bfc66a9b078b58edbdc7984aab9b0ef130bf42d739c886f7030e167b
306093,Thorny Arm Shield,cb89436c3cf7a8f5ee87ed6a049567f99f107774cb0e86daa0f91f6425cde298
306094,Frozen Helmet,02276cee4c71a834c2bad0a6c9204506195f38e3eeed435896fd3867448fe9a4
306095,Tough Strap Belt,b941b5e62fc1fc0e7f1cf8ce6856e6ca6cae40bee7a539f039156ff3e0be418a
306096,Mace Shard,649c5e3aa7c48d2d78c3ea959f600ca3f6690f538d9b697258e4ec63d53a2265
306097,Rough Tail Bundle,a2478bd692671c6f27488e65e4e64c4b8e939f7526ddc7b4ec746e0ae6c64295
306098,Jewel-Encrusted Tiara,005cd0511ebfe339cccffc314427e9c011966b1d4a7675d97f58e73009c8f65c
306099,Gruesome Gloves,1712ea84f240df03e9c75b9644815ad5045f89eb0cde1dbe391e73222178dc79
400000,모래시계,3991e04dd808dc0bc24b21f5adb7bf1997312f8700daf1334bf34936e8a0813a
500000,AP 스톤,00dfffe23964af9b284d121dae476571b7836b8d9e2e5f510d92a840fecc64fe
600101,Special Crystal Piece,44086ac60da002c67f7a2b5349c70d3bb5c10ae419a233a2ee02e9dc9f13d5be
600102,Special Crystal Lump,3d47ddb54ac57d21f48df5e99552afd2c902e2c6a9a92c170972f0253ecea11b
600103,Special Crystal Ore,70448a88a5d289c79f52552edbbe4cca3788af67d3dc98af8f5efa468912bca5
600104,Special Crystal Jewel,dbe18525c632384b60969a2fe34d03c2a6fd33cbcaf79a0938ad4c28e6ac0515
600201,Golden Dust,f8faf92c9c0d0e8e06694361ea87bfc8b29a8ae8de93044b98470a57636ed0e0
600202,Ruby Dust,08f566bb43570aad34c1790901f824dd5609db880afebd5382fcec054203d92a
600203,Emerald Dust,69542db48e868a9df1469bb3c48fd024c767cb362c7471c41151e3498e01e8be
600301,망치 노멀,48089315ec14216a997308245a51d7689a26f11b0a70bfc4f94df17292b06f86
600302,망치 레어,61d195cafbec9dfaaf8e4f32177d89b25100ba6c9c416234b62f887d3adebe36
600303,망치 에픽,7d064faa0aafdc8d037b882b1048364a4b143e538204a9bc1d8e98d97d959ee6
600304,망치 유니크,1e1adb69e6e4b573b87737d01471085445cb0973f7ae662927c6abbdb613d3be
600305,망치 레전더리,3db3692c078098df7458f156c9243281737957b6bb4943e9aef41ca1f02f1e5d
600306,망치 신성,48dd6e845b14de64e42f003842cdd79abbd38ccf3d772e6ca844071d1eef84eb
600401,도면,e5d36f5c3f11750dadbad59b463a62fb25a1f6a36a73e07b7aafa4599d3e3ce8
600402,제도 도구,eb60df8f2f423a541409eacf193a82f1d44e24c9a950382fa551bd6c50c17bfa
700000,아레나 시즌0 메달,d3129ac4fd46773c4445b29d4df9b9c99f45ccc4659f453f193bc0bc0e47a0da
700001,아레나 시즌1 메달,7beb67ac376dde595bdf4c8fe9dc5a11b287b56730b61015bea1d908968f75a6
700002,아레나 시즌2 메달,d2b81bbdf4f03bdfc69593f59f9d0ec7bb4b68a9ab5ec77953937d1d4671a0f0
700003,아레나 시즌3 메달,ba1d2ebf15951c8a2a21a9cf9461d7c567d0caa4f58fdbff2cc068615a6b0d92
700004,아레나 시즌4 메달,8fd58ef6731a25351416f7c3d309ffe55259d4d2d62b4ab8a29578a656d1d8e4
700005,시즌 1 메달 (헤임달용),5aefaf4b1c87d9a712a320b1c96d8c2b2a59940145c5c2c47bdfa6cecf432bd3
700006,아레나 시즌6 메달,3d5ec71dd214801c448030fb0be42d74023def513a4be4213dc49940c47ec0da
700007,시즌 2 메달 (헤임달용),83c57e8989145345f0e2b1799b6dcb8eee9fae39a6d7aa042c9efebabbf211ab
700008,아레나 시즌8 메달,8f59d6f68aa097e465cb3b850c08b171da4e5883c23b7de0fbb2fb3c02adbb2f
700009,시즌 3 메달 (헤임달용),3f96429f4de0accea26d7c6c127afa01b12f35cc6784966d7674846211c94eed
700010,아레나 시즌10 메달,0061dfce043d33f2929adff8f010f2cd17c8e11dc019dde68cff451af54619b3
700011,챔피언 쉽 0 메달 (헤임달용),5ad03d41bca4781c64aa843ad74d5a2bbd90a815bb98bf5924de12a13dbef86a
700102,시즌 4 메달,8222af95430ee8a9402d17352d07d1a3750189ee1f0efe974748daae887012ca
700104,시즌 5 메달,38a65c7cec5d81405a0d8dc85acb9824dfabfa239f05eda1a409e311d1bcc5bf
700106,시즌 6 메달,ed5594c60ba1a475a002736c08d5aa849bde52200cfd478110adfda43f15f86b
700108,챔피언 쉽 1 메달,ede5402dce03c521b56f5ebd391d65567775bc9efef8fde8d757bdb58a270479
700202,시즌 7 메달,ec15862bad8ecadceab4b9c387536344d058bb68cb7717086b94b1b4d47e513f
700204,시즌 8 메달,e0ddcc24d209e9686536321f431c523b3076540d9478d13c39c7e968b39f6b8e
700206,챔피언 쉽 2 메달,f064b4daa1a45648389244009bbf2762352200692b3b47567cf7833b4a25634e
700302,시즌 9 메달,e7362a46c3f70f7002a87e50778c7924c84092481bf1cfae3c697093aedc9677
700304,시즌 10 메달,cfda637fbf91e9a8391e6666f8569f44cb50af35382e90d23f4808b7a4c7cc97
700306,챔피언 쉽 3 메달,53a676bd4de92b9f1268f808dc176ba8949d510be9c9cd5a0851586f3f6934f5
700402,시즌 11 메달,c93b767037a2606b80c8d3a1032fdf18fc0cf34062928291cd5080c2d288cf00
700404,시즌 12 메달,5cbc20b6ff925bd4e2db5af5f7c0074f7aeee26e7f1eecaabe74bccd4803a9c7
700406,챔피언 쉽 4 메달,73a2575af4e939caa0552795524944d96201aa72a8d22877e167d757931260ef
700502,시즌 13 메달,e8aea9623f7a010ea39e03585d14f2c119d5c659e7441aeb5c2d9d35eefbb57a
700504,시즌 14 메달,1b8a89a17ee5d88b63da0c8e989741e3a13a3998dc7374e68181a4d1da9707de
700506,챔피언 쉽 5 메달,af8c3717cc34ad0997d2f83b6dd18dc15147c2e5033a73f65e81e3bffa5df164
700602,시즌 15 메달,482942462ef812e4c71cabcd1234784dd395b6a37c0f5141faa04c23a5fad027
700604,시즌 16 메달,d6ff85a14b77679dc75b5d9f7f06ac5b7265caecf96685586ea9108c9485c46a
700606,챔피언 쉽 6 메달,acc66de9bbbe84735aaed443bce60834820d015759813e08284313c9be2d2676
700702,시즌 17 메달,0b9dfebbf9fe19623571d9730f7ba82c5c42951b85e2ca36e8e1080475a9a356
700704,시즌 18 메달,da32c275b6158ca45d01ccb579e2fbafd45524b599a230ec9e56f49121b99f42
700706,챔피언 쉽 7 메달,ed2d1954eb6807addf2378ad7db5619ee8d59f95d7d810b0e722d4c6c313a087
700802,시즌 19 메달,a486aece0daa1fcd4a95f1bc3b3cb11a54cb7dd1fa650a364d09f3cb43f8fe2b
700804,시즌 20 메달,e2a308c98b5f35a07efef4039366242f9029fcf7ce7cd6ecb7f6f98086dcfce8
700806,챔피언 쉽 8 메달,c195312678f79cb5a745481c23dfb066f820c5867504c370ad1b3bee91ab91b0
700902,시즌 21 메달,7daa3f83a6c03303fb401fcb5827cfdbc723477d308816e789fe50d5adce0ef3
700904,시즌 22 메달,bc1c0c4510948987478d98fcb06b8ea54ab7d7eae57aebc2ff22886cbd6ea08b
700906,챔피언 쉽 9 메달,befda483c11afc944aae2e78dee0ecd041848e48a955c10b2e1d9d63e92d2e57
701002,시즌 23 메달,3d1147ad4bb8a33d115b53e492bb4dd85c7e08b1fb65460a5e21765cd1715903
701004,시즌 24 메달,8e24a0af2f4b4ccb84d3becd7351197484b57e894d46bf8817b5b73a11745ed6
701006,챔피언 쉽 10 메달,bf110e2c4a3d5864b3c6f81bd787ac49c6a1ed0560de2a7d0e259f31578ca036
800101,조개껍질,5bf2e5a67d3fdd06de729f4f56ac94b96eeebb7a64d6d6411581a8d11792d032
800102,선글라스,1bdf5829e167d4afa8a7858d4e1b6cb4652410ac82a8540224a65b39cc6c1fb2
800103,아이스크림,ede1dbcc13ead5ff36a4c0b97b2d194d9241eb2bfbd5f65efada0970f17d1680
800104,멜론,36834169f633207893441d46a7a3e79399cd16f7b47a21feff36100297934462
800105,코코넛,5d83422a70f88e5f129c755bb63a0223a76405eb7d28e37c89a1cefde297b527
800106,파인애플,e229dbc52f5846e688995055f2b61d5406f973c09b29ce1b14223896c203ea3d
800107,Candy_Cane,1095aea6eae692fb32b3655cc0e1afc3959f859d57749355e4550b714e017552
800108,Aurora_Powder,1294037b66477070032c64d251ffdc490ce7389e2ee721eee7bbe8d57a6b0107
800109,Fluffy_Marshmallow,63cc9dffd4015d654fb61c33b66fca7b7059c230417430794cf9d12b096dba1f
800110,모카 펄,9a86ca3142413c56d333cf1fa6e4cd982386e023a88b3bc5d69463d6aec60948
800111,무지개 시럽,531f93582404c171d8621e29d2c385f055e25781390438305643ca0dc1702757
800112,그린 오렌지,3993b11284b2710676161277d35dd58c9cdd14481000601e0799e3da9adf1937
800113,레드 오렌지,7f0a336e1de262e89bee46310f13838097dba7faa9417f38d7b1202b372cc38c
800114,맛있는 오렌지,c3f8323ce3ffefc0db38cbb009a66452e69b93466104cb20d422b3cde549c63a
800115,오렌지 메달,ef2a18cd7c8d3c2ca02b963d138b673df9f8d76d4ddfe0180de450b6a7a771c6
800201,Silver Dust,1a755098a2bc0659a063107df62e2ff9b3cdaba34d96b79519f504b996f53820
800202,Golden Meat,48e50ecd6d1aa2689fd349c1f0611e6cc1e9c4c74ec4de9d4637ec7b78617308
