id,adventure_boss_id,floor,turn_limit,hp_additional,atk_additional,def_additional,cri_additional,hit_additional,spd_additional,background,bgm,reward_1_type,reward_1_id,reward_1_min,reward_1_max,reward_1_ratio,reward_2_type,reward_2_id,reward_2_min,reward_2_max,reward_2_ratio,reward_3_type,reward_3_id,reward_3_min,reward_3_max,reward_3_ratio,min_drop_item,max_drop_item,stage_buff_skill_id
24,1,24,150,14566834,139255077,13339380,0,148617856,16642534,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10048,1,2,30,4,6,401003
25,1,25,150,38889795,366633077,39921141,0,381126903,39998657,chapter_01_03,bgm_yggdrasil_03,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10047,1,2,30,4,6,401003
26,1,26,150,39212756,373011077,40802901,0,393635950,40354780,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10048,1,2,30,4,6,401003
27,1,27,150,53535717,526389077,118084662,0,1186144997,123710902,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10047,2,4,30,4,6,401003
28,1,28,150,103858679,1228767077,233366423,0,2328654044,234067025,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10048,2,4,30,4,6,401003
29,1,29,150,204181640,2331145076,453648183,0,3531163091,344423148,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10047,2,4,30,4,6,401003
30,1,30,150,555046014,5533523076,873929944,0,6833672138,664779271,chapter_01_03,bgm_yggdrasil_03,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10048,2,4,30,4,6,401003
31,2,1,150,50,120,450,0,80,50,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401004
32,2,2,150,100,150,280,0,20,100,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401004
33,2,3,150,273,500,100,0,437,364,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401004
34,2,4,150,600,900,1600,0,1400,898,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401004
35,2,5,150,1350,5500,11000,0,2525,2525,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401004
36,2,6,150,1350,5500,11000,0,2525,2525,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401004
37,2,7,150,1600,7500,11000,0,8000,3159,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401005
38,2,8,150,5000,9550,15000,0,10000,3841,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401005
39,2,9,150,8500,13800,80000,0,16500,4300,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401005
40,2,10,150,30000,80000,240000,0,35300,6000,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401005
41,2,11,150,30000,80000,240000,0,35300,6000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401005
42,2,12,150,90300,303600,540000,0,155000,22000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401006
43,2,13,150,140450,450400,780000,0,232500,33000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401006
44,2,14,150,265450,850800,1490000,0,465000,66000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401006
45,2,15,150,420930,1337360,2430000,0,790500,112200,chapter_01_03,bgm_yggdrasil_03,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401006
46,2,16,150,420930,1337360,2430000,0,790500,112200,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401006
47,2,17,150,1505039,2807928,6000000,0,1818150,258060,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401007
48,2,18,150,2227558,3946892,8600000,0,2727225,387090,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401007
49,2,19,150,4057558,8053784,16600000,0,5454450,774180,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401007
50,2,20,150,6557558,13099431,27400000,0,9272565,1316106,chapter_01_03,bgm_yggdrasil_03,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401007
51,2,21,150,1597951,12121078,1394098,0,11090715,1574166,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10048,1,2,30,4,6,401007
52,2,22,150,6920912,59499078,4275859,0,43599762,6930288,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401007
53,2,23,150,8443873,85877078,8557620,0,86108809,9286411,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10048,1,2,30,4,6,401007
54,2,24,150,14566834,139255077,13339380,0,148617856,16642534,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401007
55,2,25,150,38889795,366633077,39921141,0,381126903,39998657,chapter_01_03,bgm_yggdrasil_03,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10048,1,2,30,4,6,401007
56,2,26,150,39212756,373011077,40802901,0,393635950,40354780,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401007
57,2,27,150,53535717,526389077,118084662,0,1186144997,123710902,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10048,2,4,30,4,6,401007
58,2,28,150,103858679,1228767077,233366423,0,2328654044,234067025,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401007
59,2,29,150,204181640,2331145076,453648183,0,3531163091,344423148,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10048,2,4,30,4,6,401007
60,2,30,150,555046014,5533523076,873929944,0,6833672138,664779271,chapter_01_03,bgm_yggdrasil_03,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401007
61,3,1,150,0,90,0,0,80,300,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401008
62,3,2,150,0,120,0,0,20,300,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401008
63,3,3,150,80,370,0,0,437,364,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401008
64,3,4,150,400,700,0,0,1400,898,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401008
65,3,5,150,1350,4300,1350,0,2525,4500,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401008
66,3,6,150,1350,4300,1350,0,2525,4500,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401008
67,3,7,150,1500,4000,1500,0,8000,4500,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401009
68,3,8,150,3500,12700,2000,0,10000,13000,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401009
69,3,9,150,12000,18000,6000,0,16500,18000,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401009
70,3,10,150,40000,45000,10000,0,35300,30000,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401009
71,3,11,150,40000,45000,10000,0,35300,30000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401009
72,3,12,150,120300,133600,21200,0,155000,74000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401010
73,3,13,150,190450,200400,40000,0,232500,120000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401010
74,3,14,150,355450,380800,80600,0,465000,208000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401010
75,3,15,150,450930,607360,308120,0,790500,340000,chapter_01_03,bgm_yggdrasil_03,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401010
76,3,16,150,450930,607360,308120,0,790500,340000,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401010
77,3,17,150,1105039,807928,508676,0,1818150,750000,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401011
78,3,18,150,1527558,1146892,663014,0,2727225,1080000,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401011
79,3,19,150,3557558,2253784,926028,0,5454450,2100000,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401011
80,3,20,150,5557558,3599431,1574247,0,9272565,3400000,chapter_01_03,bgm_yggdrasil_03,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401011
81,3,21,150,1597951,12121078,1394098,0,11090715,1574166,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10047,1,2,30,4,6,401011
82,3,22,150,6920912,59499078,4275859,0,43599762,6930288,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401011
83,3,23,150,8443873,85877078,8557620,0,86108809,9286411,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10047,1,2,30,4,6,401011
84,3,24,150,14566834,139255077,13339380,0,148617856,16642534,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401011
85,3,25,150,38889795,366633077,39921141,0,381126903,39998657,chapter_01_03,bgm_yggdrasil_03,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10047,1,2,30,4,6,401011
86,3,26,150,39212756,373011077,40802901,0,393635950,40354780,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401011
87,3,27,150,53535717,526389077,118084662,0,1186144997,123710902,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10047,2,4,30,4,6,401011
88,3,28,150,103858679,1228767077,233366423,0,2328654044,234067025,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401011
89,3,29,150,204181640,2331145076,453648183,0,3531163091,344423148,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10047,2,4,30,4,6,401011
90,3,30,150,555046014,5533523076,873929944,0,6833672138,664779271,chapter_01_03,bgm_yggdrasil_03,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401011
91,4,1,150,0,0,0,0,80,50,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401012
92,4,2,150,0,0,0,0,20,100,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401012
93,4,3,150,80,0,0,0,437,364,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401012
94,4,4,150,400,0,0,0,1400,898,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10038,2,2,30,2,6,401012
95,4,5,150,1600,200,500,0,2525,2525,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600201,1,1,10,Rune,10037,2,2,30,2,6,401012
96,4,6,150,1600,200,500,0,2525,2525,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401012
97,4,7,150,2000,220,800,0,8000,3159,chapter_01_01,bgm_yggdrasil_01,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401013
98,4,8,150,3500,250,800,0,10000,3841,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401013
99,4,9,150,15000,500,4000,0,16500,4300,chapter_01_02,bgm_yggdrasil_02,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10037,2,2,30,4,6,401013
100,4,10,150,40000,3000,6000,0,35300,6000,chapter_01_03,bgm_yggdrasil_03,Material,600302,2,3,60,Material,600202,1,1,10,Rune,10038,2,2,30,4,6,401013
101,4,11,150,40000,3000,10000,0,35300,6000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401013
102,4,12,150,120300,8500,21200,0,155000,22000,chapter_01_01,bgm_yggdrasil_01,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401014
103,4,13,150,190450,13000,40000,0,232500,33000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401014
104,4,14,150,355450,24000,80600,0,465000,66000,chapter_01_02,bgm_yggdrasil_02,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401014
105,4,15,150,500930,39000,308120,0,790500,112200,chapter_01_03,bgm_yggdrasil_03,Material,600303,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401014
106,4,16,150,500930,39000,308120,0,790500,112200,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401014
107,4,17,150,1105039,54000,508676,0,1818150,258060,chapter_01_01,bgm_yggdrasil_01,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401015
108,4,18,150,1527558,77000,663014,0,2727225,387090,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401015
109,4,19,150,3557558,150000,926028,0,5454450,774180,chapter_01_02,bgm_yggdrasil_02,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10037,3,3,30,4,6,401015
110,4,20,150,5557558,242000,1574247,0,9272565,1316106,chapter_01_03,bgm_yggdrasil_03,Material,600304,2,3,60,Material,600203,1,1,10,Rune,10038,3,3,30,4,6,401015
111,4,21,150,1597951,12121078,1394098,0,11090715,1574166,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401015
112,4,22,150,6920912,59499078,4275859,0,43599762,6930288,chapter_01_01,bgm_yggdrasil_01,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10050,1,2,30,4,6,401015
113,4,23,150,8443873,85877078,8557620,0,86108809,9286411,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401015
114,4,24,150,14566834,139255077,13339380,0,148617856,16642534,chapter_01_02,bgm_yggdrasil_02,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10050,1,2,30,4,6,401015
115,4,25,150,38889795,366633077,39921141,0,381126903,39998657,chapter_01_03,bgm_yggdrasil_03,Material,600305,1,2,60,Material,600203,2,2,10,Rune,10049,1,2,30,4,6,401015
116,4,26,150,39212756,373011077,40802901,0,393635950,40354780,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10050,1,2,30,4,6,401015
117,4,27,150,53535717,526389077,118084662,0,1186144997,123710902,chapter_01_01,bgm_yggdrasil_01,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401015
118,4,28,150,103858679,1228767077,233366423,0,2328654044,234067025,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10050,2,4,30,4,6,401015
119,4,29,150,204181640,2331145076,453648183,0,3531163091,344423148,chapter_01_02,bgm_yggdrasil_02,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10049,2,4,30,4,6,401015
120,4,30,150,555046014,5533523076,873929944,0,6833672138,664779271,chapter_01_03,bgm_yggdrasil_03,Material,600306,1,2,60,Material,600203,2,2,10,Rune,10050,2,4,30,4,6,401015
