rune_id,level,total_cp,stat_type_1,value_1,value_type_1,stat_type_2,value_2,value_type_2,stat_type_3,value_3,value_type3,skillId,cooldown,chance,skill_value,skill_stat_ratio,skill_value_type,stat_reference_type,buff_duration
30001,27,1078,HP,1540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,28,1092,HP,1560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,29,1106,HP,1580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,30,1120,HP,1600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,31,1134,HP,1620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,32,1148,HP,1640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,33,1162,HP,1660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,34,1176,HP,1680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,35,1190,HP,1700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,36,1204,HP,1720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,37,1218,HP,1740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,38,1232,HP,1760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,39,1246,HP,1780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,40,1260,HP,1800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,41,1274,HP,1820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,42,1288,HP,1840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,43,1302,HP,1860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,44,1316,HP,1880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,45,1330,HP,1900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,46,1344,HP,1920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,47,1358,HP,1940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,48,1372,HP,1960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,49,1386,HP,1980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,50,1400,HP,2000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,51,1414,HP,2020,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,52,1428,HP,2040,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,53,1442,HP,2060,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,54,1456,HP,2080,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,55,1470,HP,2100,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,56,1484,HP,2120,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,57,1498,HP,2140,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,58,1512,HP,2160,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,59,1526,HP,2180,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,60,1540,HP,2200,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,61,1554,HP,2220,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,62,1568,HP,2240,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,63,1582,HP,2260,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,64,1596,HP,2280,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,65,1610,HP,2300,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,66,1624,HP,2320,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,67,1638,HP,2340,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,68,1652,HP,2360,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,69,1666,HP,2380,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,70,1680,HP,2400,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,71,1694,HP,2420,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,72,1708,HP,2440,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,73,1722,HP,2460,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,74,1736,HP,2480,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,75,1750,HP,2500,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,76,1764,HP,2520,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,77,1778,HP,2540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,78,1792,HP,2560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,79,1806,HP,2580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,80,1820,HP,2600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,81,1834,HP,2620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,82,1848,HP,2640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,83,1862,HP,2660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,84,1876,HP,2680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,85,1890,HP,2700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,86,1904,HP,2720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,87,1918,HP,2740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,88,1932,HP,2760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,89,1946,HP,2780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,90,1960,HP,2800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,91,1974,HP,2820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,92,1988,HP,2840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,93,2002,HP,2860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,94,2016,HP,2880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,95,2030,HP,2900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,96,2044,HP,2920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,97,2058,HP,2940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,98,2072,HP,2960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,99,2086,HP,2980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,100,2100,HP,3000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,101,2114,HP,3020,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,102,2128,HP,3040,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,103,2142,HP,3060,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,104,2156,HP,3080,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,105,2170,HP,3100,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,106,2184,HP,3120,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,107,2198,HP,3140,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,108,2212,HP,3160,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,109,2226,HP,3180,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,110,2240,HP,3200,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,111,2254,HP,3220,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,112,2268,HP,3240,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,113,2282,HP,3260,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,114,2296,HP,3280,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,115,2310,HP,3300,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,116,2324,HP,3320,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,117,2338,HP,3340,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,118,2352,HP,3360,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,119,2366,HP,3380,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,120,2380,HP,3400,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,121,2394,HP,3420,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,122,2408,HP,3440,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,123,2422,HP,3460,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,124,2436,HP,3480,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,125,2450,HP,3500,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,126,2464,HP,3520,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,127,2478,HP,3540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,128,2492,HP,3560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,129,2506,HP,3580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,130,2520,HP,3600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,131,2534,HP,3620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,132,2548,HP,3640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,133,2562,HP,3660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,134,2576,HP,3680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,135,2590,HP,3700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,136,2604,HP,3720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,137,2618,HP,3740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,138,2632,HP,3760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,139,2646,HP,3780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,140,2660,HP,3800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,141,2674,HP,3820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,142,2688,HP,3840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,143,2702,HP,3860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,144,2716,HP,3880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,145,2730,HP,3900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,146,2744,HP,3920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,147,2758,HP,3940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,148,2772,HP,3960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,149,2786,HP,3980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,150,2800,HP,4000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,151,2814,HP,4020,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,152,2828,HP,4040,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,153,2842,HP,4060,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,154,2856,HP,4080,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,155,2870,HP,4100,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,156,2884,HP,4120,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,157,2898,HP,4140,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,158,2912,HP,4160,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,159,2926,HP,4180,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,160,2940,HP,4200,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,161,2954,HP,4220,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,162,2968,HP,4240,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,163,2982,HP,4260,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,164,2996,HP,4280,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,165,3010,HP,4300,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,166,3024,HP,4320,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,167,3038,HP,4340,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,168,3052,HP,4360,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,169,3066,HP,4380,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,170,3080,HP,4400,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,171,3094,HP,4420,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,172,3108,HP,4440,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,173,3122,HP,4460,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,174,3136,HP,4480,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,175,3150,HP,4500,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,176,3164,HP,4520,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,177,3178,HP,4540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,178,3192,HP,4560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,179,3206,HP,4580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,180,3220,HP,4600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,181,3234,HP,4620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,182,3248,HP,4640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,183,3262,HP,4660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,184,3276,HP,4680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,185,3290,HP,4700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,186,3304,HP,4720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,187,3318,HP,4740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,188,3332,HP,4760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,189,3346,HP,4780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,190,3360,HP,4800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,191,3374,HP,4820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,192,3388,HP,4840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,193,3402,HP,4860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,194,3416,HP,4880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,195,3430,HP,4900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,196,3444,HP,4920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,197,3458,HP,4940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,198,3472,HP,4960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,199,3486,HP,4980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,200,3500,HP,5000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,201,3514,HP,5020,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,202,3528,HP,5040,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,203,3542,HP,5060,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,204,3556,HP,5080,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,205,3570,HP,5100,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,206,3584,HP,5120,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,207,3598,HP,5140,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,208,3612,HP,5160,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,209,3626,HP,5180,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,210,3640,HP,5200,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,211,3654,HP,5220,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,212,3668,HP,5240,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,213,3682,HP,5260,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,214,3696,HP,5280,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,215,3710,HP,5300,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,216,3724,HP,5320,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,217,3738,HP,5340,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,218,3752,HP,5360,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,219,3766,HP,5380,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,220,3780,HP,5400,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,221,3794,HP,5420,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,222,3808,HP,5440,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,223,3822,HP,5460,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,224,3836,HP,5480,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,225,3850,HP,5500,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,226,3864,HP,5520,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,227,3878,HP,5540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,228,3892,HP,5560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,229,3906,HP,5580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,230,3920,HP,5600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,231,3934,HP,5620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,232,3948,HP,5640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,233,3962,HP,5660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,234,3976,HP,5680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,235,3990,HP,5700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,236,4004,HP,5720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,237,4018,HP,5740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,238,4032,HP,5760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,239,4046,HP,5780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,240,4060,HP,5800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,241,4074,HP,5820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,242,4088,HP,5840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,243,4102,HP,5860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,244,4116,HP,5880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,245,4130,HP,5900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,246,4144,HP,5920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,247,4158,HP,5940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,248,4172,HP,5960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,249,4186,HP,5980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,250,4200,HP,6000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,251,4214,HP,6020,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,252,4228,HP,6040,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,253,4242,HP,6060,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,254,4256,HP,6080,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,255,4270,HP,6100,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,256,4284,HP,6120,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,257,4298,HP,6140,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,258,4312,HP,6160,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,259,4326,HP,6180,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,260,4340,HP,6200,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,261,4354,HP,6220,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,262,4368,HP,6240,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,263,4382,HP,6260,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,264,4396,HP,6280,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,265,4410,HP,6300,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,266,4424,HP,6320,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,267,4438,HP,6340,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,268,4452,HP,6360,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,269,4466,HP,6380,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,270,4480,HP,6400,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,271,4494,HP,6420,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,272,4508,HP,6440,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,273,4522,HP,6460,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,274,4536,HP,6480,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,275,4550,HP,6500,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,276,4564,HP,6520,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,277,4578,HP,6540,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,278,4592,HP,6560,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,279,4606,HP,6580,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,280,4620,HP,6600,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,281,4634,HP,6620,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,282,4648,HP,6640,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,283,4662,HP,6660,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,284,4676,HP,6680,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,285,4690,HP,6700,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,286,4704,HP,6720,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,287,4718,HP,6740,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,288,4732,HP,6760,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,289,4746,HP,6780,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,290,4760,HP,6800,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,291,4774,HP,6820,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,292,4788,HP,6840,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,293,4802,HP,6860,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,294,4816,HP,6880,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,295,4830,HP,6900,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,296,4844,HP,6920,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,297,4858,HP,6940,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,298,4872,HP,6960,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,299,4886,HP,6980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
30001,300,4900,HP,7000,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,1,4753,HP,6789,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,2,5019,HP,7170,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,3,5286,HP,7551,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,4,5553,HP,7932,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,5,5820,HP,8313,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,6,6086,HP,8694,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,7,6353,HP,9075,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,8,6620,HP,9456,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,9,6886,HP,9837,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,10,7153,HP,10218,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,11,7420,HP,10599,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,12,7686,HP,10980,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,13,7953,HP,11361,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,14,8220,HP,11742,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,15,8487,HP,12123,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,16,8753,HP,12504,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,17,9020,HP,12885,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,18,9287,HP,13266,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,19,9553,HP,13647,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,20,9820,HP,14028,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
10001,21,10087,HP,14409,Add,NONE,0,Add,NONE,0,Add,,,,,,,,
